sgRNA	Gene	NE_GFP_low
CDRT15_61667	CDRT15	1909
FRK_6578	FRK	1886
FSHB_6596	FSHB	3401
TENM4_34335	TENM4	1270
DIP2C_31363	DIP2C	455
PLG_14151	PLG	1698
MINA_54298	MINA	441
PRB1_14705	PRB1	3351
OCLM_29466	OCLM	673
DNAJC25_73534	DNAJC25	515
PLXNC1_27181	PLXNC1	1829
LTBR_10853	LTBR	137
HSPBAP1_49558	HSPBAP1	208
SRF_18187	SRF	312
ZNF600_63574	ZNF600	779
AKR1B1_656	AKR1B1	668
N4BP2L2_28093	N4BP2L2	1152
ASB9_60815	ASB9	895
IZUMO1_67792	IZUMO1	1273
CAPN15_17945	CAPN15	298
GLRA4_73145	GLRA4	693
EFCAB2_53360	EFCAB2	640
PHYHD1_66457	PHYHD1	534
C1orf101_66847	C1orf101	725
TM2D2_52583	TM2D2	646
MAP3K2_29058	MAP3K2	495
ECM1_5256	ECM1	758
KLHL9_43775	KLHL9	511
KLRK1_31212	KLRK1	130
ZCCHC18_73924	ZCCHC18	1410
TGM3_19132	TGM3	1718
SRGAP2_32634	SRGAP2	213
Non-Targeting Control_76740	Non-Targeting Control	2483
ADCK2_55686	ADCK2	1270
SFTA2_71371	SFTA2	1184
PARL_42535	PARL	1007
HLA-DRA_8436	HLA-DRA	1275
LRFN4_48664	LRFN4	2710
TYSND1_65363	TYSND1	2824
HELQ_57018	HELQ	303
Non-Targeting Control_77376	Non-Targeting Control	4422
LBR_10521	LBR	228
IDS_9163	IDS	1654
MAPK9_14912	MAPK9	612
RAI2_29040	RAI2	1608
CCDC105_59153	CCDC105	1525
SAFB2_25541	SAFB2	279
WDR47_31206	WDR47	2651
ZBTB49_63912	ZBTB49	288
ADCK5_65023	ADCK5	1568
ZNF440_59028	ZNF440	2142
USP39_28951	USP39	2394
AGA_492	AGA	378
SEMA3A_27878	SEMA3A	808
JAKMIP3_67168	JAKMIP3	986
GLDC_7207	GLDC	951
CD200R1_59947	CD200R1	354
GPR143_12953	GPR143	1670
SLC12A4_17627	SLC12A4	1789
PPP1R3E_55594	PPP1R3E	2457
C8orf4_44479	C8orf4	3256
PIGY_54695	PIGY	377
CYP24A1_4447	CYP24A1	939
ANKRD34A_67941	ANKRD34A	834
TUFT1_19740	TUFT1	505
CYP4F2_22210	CYP4F2	909
SH3RF2_62833	SH3RF2	976
CD96_27424	CD96	481
KBTBD13_71809	KBTBD13	585
KIDINS220_45643	KIDINS220	1124
SEMA3E_25741	SEMA3E	396
IL1A_9376	IL1A	625
RNASE10_68831	RNASE10	1551
Non-Targeting Control_76997	Non-Targeting Control	3073
MT1A_11807	MT1A	226
FAM150B_68014	FAM150B	1685
P4HA2_23511	P4HA2	817
ODF3B_73024	ODF3B	804
ZNF518A_26178	ZNF518A	2427
NUCB2_12929	NUCB2	1163
ZNF396_66251	ZNF396	2104
CRYGA_3969	CRYGA	414
LSM14B_62244	LSM14B	1874
TRIM74_70607	TRIM74	1245
F2RL1_5947	F2RL1	487
CRISP1_477	CRISP1	673
RAB22A_45411	RAB22A	842
ISL1_9736	ISL1	1474
Non-Targeting Control_76954	Non-Targeting Control	3460
KRBA2_58807	KRBA2	1109
ACAA2_28115	ACAA2	300
ZNF444_42278	ZNF444	1583
PLA1A_38604	PLA1A	491
TNFSF13_22853	TNFSF13	608
GOLGA6L2_67467	GOLGA6L2	852
TAS1R2_51425	TAS1R2	949
GNG12_43803	GNG12	574
KHDRBS2_65008	KHDRBS2	804
LRRC59_42484	LRRC59	1084
TUBA4A_19719	TUBA4A	1065
CLDN3_3796	CLDN3	472
ACAT1_120	ACAT1	840
ASNSD1_40153	ASNSD1	1335
RAD51AP2_74934	RAD51AP2	2651
FAM229A_75150	FAM229A	1536
KIF5C_10172	KIF5C	991
HIST1H2BH_21678	HIST1H2BH	325
SLCO4C1_70120	SLCO4C1	338
ATAD3B_52545	ATAD3B	941
KCNS1_10131	KCNS1	926
USP22_32464	USP22	328
ZBTB1_31134	ZBTB1	885
KANSL1L_62429	KANSL1L	3556
RHOU_46541	RHOU	1726
PROP1_14994	PROP1	1247
RAB44_72400	RAB44	727
CD302_26491	CD302	988
Non-Targeting Control_76908	Non-Targeting Control	3722
POR_14429	POR	1133
PIEZO2_47084	PIEZO2	1090
LRRC32_6880	LRRC32	1585
SND1_35477	SND1	2027
CLCC1_31896	CLCC1	218
DONSON_36960	DONSON	192
NFAT5_28992	NFAT5	192
CPSF7_50203	CPSF7	567
ANKIB1_39996	ANKIB1	472
TOB2_29103	TOB2	401
CYSLTR1_29206	CYSLTR1	1211
TSPAN3_27003	TSPAN3	1823
TRPC3_19603	TRPC3	4274
C2orf57_63815	C2orf57	618
PBXIP1_45349	PBXIP1	1287
KANK3_66828	KANK3	567
C17orf75_47475	C17orf75	1020
ADAM32_65050	ADAM32	889
FAM127B_34510	FAM127B	1226
TMEM217_65808	TMEM217	745
JAKMIP2_26127	JAKMIP2	1239
TPM3_19501	TPM3	3125
ID4_9132	ID4	923
CRYBB2_3963	CRYBB2	323
LIX1L_59459	LIX1L	516
TIMM17A_28089	TIMM17A	174
RFXAP_16081	RFXAP	1092
CD99L2_52365	CD99L2	732
DUSP18_62301	DUSP18	545
TAF5L_35564	TAF5L	1596
TUBA1A_20985	TUBA1A	876
ATF6_31254	ATF6	340
ING1_9589	ING1	924
Non-Targeting Control_76477	Non-Targeting Control	4008
RPS6KA3_16523	RPS6KA3	1667
MROH2A_69009	MROH2A	628
DNAJC7_19683	DNAJC7	436
SAAL1_56939	SAAL1	564
GOPC_45040	GOPC	227
TNN_47145	TNN	959
RND2_21341	RND2	1989
Non-Targeting Control_76648	Non-Targeting Control	2914
Non-Targeting Control_77114	Non-Targeting Control	3672
MEIKIN_74746	MEIKIN	590
MAGEA1_10999	MAGEA1	1882
APC_898	APC	328
CMTM5_57677	CMTM5	493
NAPSA_24953	NAPSA	1723
FOXI1_6394	FOXI1	932
PDE7A_13552	PDE7A	1405
DPY19L3_61925	DPY19L3	2026
Non-Targeting Control_76643	Non-Targeting Control	6317
SLC37A3_53235	SLC37A3	1174
SULT1C4_35821	SULT1C4	431
HPRT1_8810	HPRT1	1731
QRICH2_52856	QRICH2	1455
SAA2-SAA4_76076	SAA2-SAA4	1339
ZNF804B_65324	ZNF804B	2027
ZNF727_73257	ZNF727	2249
MAP2K4_17160	MAP2K4	1231
Non-Targeting Control_76470	Non-Targeting Control	3307
C7orf72_75343	C7orf72	503
ITLN2_61104	ITLN2	318
TMEM187_21487	TMEM187	1969
OR4F5_49262	OR4F5	1257
C9orf62_63085	C9orf62	945
P2RY12_48113	P2RY12	1306
HOXA9_8660	HOXA9	975
AKAP10_30491	AKAP10	1176
DPP3_26911	DPP3	223
IL1R1_9384	IL1R1	797
GDPGP1_71828	GDPGP1	2221
BRI3BP_60927	BRI3BP	1689
MAP2K5_14933	MAP2K5	915
ZNF567_63631	ZNF567	676
C1GALT1C1L_74787	C1GALT1C1L	1410
CAV2_2389	CAV2	619
MACROD2_60950	MACROD2	1387
FKBP1B_6351	FKBP1B	917
TMEM182_59877	TMEM182	1026
CRYAA_3939	CRYAA	579
VPS37B_49742	VPS37B	1805
Non-Targeting Control_77058	Non-Targeting Control	5049
MISP_59127	MISP	1106
DEFB127_61023	DEFB127	2350
MPZL1_23597	MPZL1	1214
IFNA16_9244	IFNA16	1249
ENO4_70820	ENO4	323
FAM117A_51688	FAM117A	588
PAGE1_22760	PAGE1	2148
MCM10_42489	MCM10	209
ZNF285_35344	ZNF285	1528
MFSD2B_71215	MFSD2B	560
C6orf163_65192	C6orf163	352
HACD1_24157	HACD1	1558
PVRL1_15559	PVRL1	435
NCOA4_21205	NCOA4	1773
AASDH_60114	AASDH	466
LCK_10531	LCK	570
PRR23C_71306	PRR23C	332
KRTAP19-8_74631	KRTAP19-8	1492
NIPA1_58626	NIPA1	754
ULBP3_49252	ULBP3	901
GTF3C5_24500	GTF3C5	3064
STAT5A_18358	STAT5A	179
IMPA1_9561	IMPA1	1510
KCNK16_52500	KCNK16	731
STUB1_27591	STUB1	685
ZNF324B_71092	ZNF324B	1917
LGALS14_44477	LGALS14	1908
Non-Targeting Control_77309	Non-Targeting Control	6654
PRPF40A_42951	PRPF40A	357
SNCAIP_25407	SNCAIP	1020
TMPRSS11D_24743	TMPRSS11D	766
FAM50B_34819	FAM50B	1374
SPATA19_65446	SPATA19	469
SLC16A14_62511	SLC16A14	1166
SOWAHA_60281	SOWAHA	1184
ARIH2OS_74086	ARIH2OS	385
ERICH6B_65556	ERICH6B	1793
NOX1_35449	NOX1	1922
FIS1_37573	FIS1	797
HSFY1_55059	HSFY1	1103
CHM_3179	CHM	1478
Non-Targeting Control_77428	Non-Targeting Control	2951
BIRC2_919	BIRC2	613
LRWD1_65971	LRWD1	888
PTPRS_15521	PTPRS	585
LEFTY2_19095	LEFTY2	699
UBTFL1_73702	UBTFL1	1166
CXorf58_66414	CXorf58	1376
CAPZA2_2313	CAPZA2	405
RGSL1_70137	RGSL1	2175
RB1_15874	RB1	878
TMEM110_70487	TMEM110	821
EREG_5749	EREG	1925
RGSL1_70138	RGSL1	1382
COTL1_32721	COTL1	545
BTN3A1_30174	BTN3A1	2229
FAM3A_46840	FAM3A	839
FBXL2_33828	FBXL2	657
C16orf90_74076	C16orf90	836
OR10A6_71620	OR10A6	1492
SCIMP_70977	SCIMP	432
SIX3_17393	SIX3	1044
UBE2B_19833	UBE2B	1678
IL4R_9421	IL4R	241
OPRM1_13065	OPRM1	489
WFDC3_60885	WFDC3	980
DDX19A_42274	DDX19A	946
RSPO3_54319	RSPO3	1859
PAX7_13346	PAX7	473
ITFG1_51629	ITFG1	332
ZNF575_67762	ZNF575	266
SESN2_52357	SESN2	1627
CLK4_45403	CLK4	1849
SLC2A11_48614	SLC2A11	502
ZNF19_20508	ZNF19	700
UQCRC2_20025	UQCRC2	987
TMCO5A_61502	TMCO5A	2236
PLCE1_38107	PLCE1	728
NOG_24279	NOG	943
KCNK7_26967	KCNK7	1137
RAB26_33863	RAB26	1921
PCDHGA3_43935	PCDHGA3	2097
CTCF_28849	CTCF	889
FKBP6_22025	FKBP6	945
RAB39A_40455	RAB39A	982
REEP3_65658	REEP3	761
NOD1_27930	NOD1	561
CHST14_56955	CHST14	478
OGDH_13014	OGDH	134
COX8C_69360	COX8C	4014
CBFA2T2_23990	CBFA2T2	690
RAX_37060	RAX	1276
HIST1H2AC_21635	HIST1H2AC	1827
ASCL1_1237	ASCL1	3417
ATP1A2_1335	ATP1A2	1277
FAM96A_53094	FAM96A	1487
STAT5B_18363	STAT5B	208
ATE1_30126	ATE1	1690
Non-Targeting Control_77190	Non-Targeting Control	3938
Non-Targeting Control_77038	Non-Targeting Control	3588
ADGRF1_67092	ADGRF1	610
CRISP1_478	CRISP1	989
DUOXA1_55520	DUOXA1	1163
NOX3_37226	NOX3	817
ODF2_13007	ODF2	353
NANOGNB_70212	NANOGNB	2566
OXSR1_26518	OXSR1	333
TMOD3_36591	TMOD3	954
CEP95_55622	CEP95	753
BRD8_29488	BRD8	172
FIBCD1_54513	FIBCD1	468
SPCS3_46957	SPCS3	466
CMYA5_64995	CMYA5	739
PRDM7_30139	PRDM7	260
Non-Targeting Control_76480	Non-Targeting Control	4275
CD3G_2562	CD3G	505
TM9SF3_44470	TM9SF3	874
HHLA3_30270	HHLA3	2021
PCDHA6_44032	PCDHA6	3907
GLUD2_7268	GLUD2	1803
EVI2A_5880	EVI2A	1704
GTF2H2C_74639	GTF2H2C	1254
LUZP6_75091	LUZP6	1257
Non-Targeting Control_77400	Non-Targeting Control	3836
PMAIP1_14242	PMAIP1	1615
PDE1C_13497	PDE1C	1004
FLT3_6475	FLT3	288
POLR2B_14367	POLR2B	1842
NUDCD2_60271	NUDCD2	509
TMED8_67422	TMED8	1311
LMNTD1_63348	LMNTD1	471
GBP1_6944	GBP1	1060
ABCA3_51	ABCA3	1839
RNASE11_58497	RNASE11	730
F8A1_21480	F8A1	833
GABRG2_6788	GABRG2	1460
LARP6_42322	LARP6	1292
CEACAM5_3000	CEACAM5	645
ABCB6_26866	ABCB6	862
RGPD2_74995	RGPD2	1448
MASTL_54518	MASTL	473
C6orf201_72667	C6orf201	281
NANOS2_68923	NANOS2	678
TSGA10_51231	TSGA10	202
ZNF148_20719	ZNF148	426
TRIM43B_74258	TRIM43B	347
SMNDC1_27634	SMNDC1	1012
SCN2B_16887	SCN2B	1167
TAF1D_48947	TAF1D	2212
WNK1_48454	WNK1	552
BNC2_40583	BNC2	741
BIRC3_924	BIRC3	770
LOC730159_75052	LOC730159	2773
TLR8_38461	TLR8	308
HAPLN2_46885	HAPLN2	919
C11orf98_76399	C11orf98	548
HMGN3_24488	HMGN3	257
TECTA_18964	TECTA	1062
HRASLS2_41207	HRASLS2	2669
ZNF362_62123	ZNF362	1418
KCNA7_9968	KCNA7	3220
SLC35B4_54456	SLC35B4	1159
PTN_15405	PTN	1619
Non-Targeting Control_76456	Non-Targeting Control	4757
CHCHD3_41021	CHCHD3	328
LYNX1_48601	LYNX1	2708
GPSM3_47192	GPSM3	2060
FAM43A_59972	FAM43A	1027
MRPL51_38272	MRPL51	108
PTP4A3_30299	PTP4A3	862
STX11_22655	STX11	2131
GAK_6813	GAK	468
PLIN5_72942	PLIN5	1205
RAX_37062	RAX	802
C11orf52_56049	C11orf52	485
PRSS22_47276	PRSS22	356
WDFY4_46282	WDFY4	448
MEF2C_11323	MEF2C	1572
CAPN1_2286	CAPN1	557
PLET1_70020	PLET1	2008
NRK_65108	NRK	1826
SPATA6_40248	SPATA6	1048
CD163_24514	CD163	1582
MPPED2_2054	MPPED2	1332
OAZ3_39295	OAZ3	1441
NUDT15_42146	NUDT15	2178
SCX_73712	SCX	834
NFE2_12509	NFE2	508
ANKRD66_75647	ANKRD66	968
TBX21_37037	TBX21	1130
PAH_13265	PAH	257
GPT_7660	GPT	360
NID1_12611	NID1	845
KCNK15_46971	KCNK15	624
SYTL4_56710	SYTL4	2042
OST4_75172	OST4	2603
ZNF268_29187	ZNF268	528
EIF2AK3_24869	EIF2AK3	1359
SPN_18080	SPN	473
PUS3_52172	PUS3	765
Non-Targeting Control_76719	Non-Targeting Control	5220
SRSF2_17196	SRSF2	1715
PPP6R2_25665	PPP6R2	819
WNK2_48511	WNK2	1316
Non-Targeting Control_76999	Non-Targeting Control	3496
ZNF750_49860	ZNF750	1086
SS18L1_34420	SS18L1	2522
TANGO2_59654	TANGO2	975
CHST9_52194	CHST9	293
COL4A6_3581	COL4A6	906
KCNT1_45922	KCNT1	1198
TMEM71_60508	TMEM71	1567
IDO1_9585	IDO1	1405
BCAS3_40694	BCAS3	1467
USP51_63251	USP51	1556
STAU1_18374	STAU1	3652
TMEM150A_59683	TMEM150A	842
GLTPD2_70969	GLTPD2	806
TMEM71_60505	TMEM71	1307
TMPRSS11E_36291	TMPRSS11E	263
RNF151_61563	RNF151	148
NPAP1_33508	NPAP1	389
EVC_5869	EVC	684
TRIML2_65178	TRIML2	693
C15orf32_61489	C15orf32	948
AGT_515	AGT	566
ARHGEF26_34526	ARHGEF26	1392
ERN2_28613	ERN2	2546
POLR3GL_53274	POLR3GL	692
LRRFIP1_24184	LRRFIP1	509
SRCIN1_51256	SRCIN1	666
KCND3_10003	KCND3	616
OLAH_42259	OLAH	1449
CPE_3788	CPE	739
SNED1_34284	SNED1	1873
ZDHHC4_41713	ZDHHC4	735
C12orf71_74801	C12orf71	2469
TBC1D19_42241	TBC1D19	971
PLA2G1B_14070	PLA2G1B	540
CCDC57_67583	CCDC57	203
ANAPC7_38751	ANAPC7	812
CDK14_13780	CDK14	2350
LMTK2_31003	LMTK2	1100
UTY_20076	UTY	2425
ANKRD49_40763	ANKRD49	1365
SLC35A1_28488	SLC35A1	786
RPGRIP1_44964	RPGRIP1	551
ZNF107_38734	ZNF107	517
GPR157_50662	GPR157	1620
STAU2_35489	STAU2	1235
C11orf58_29620	C11orf58	151
ARR3_1181	ARR3	2196
OR2L13_67908	OR2L13	431
SYP_18576	SYP	1745
SRSF4_17203	SRSF4	657
OR52K2_58205	OR52K2	223
NEK1_12443	NEK1	1182
Non-Targeting Control_76689	Non-Targeting Control	4591
MYPOP_68917	MYPOP	1344
Non-Targeting Control_77076	Non-Targeting Control	2079
FAM171A1_65674	FAM171A1	1091
SCRT2_55045	SCRT2	678
ZBTB7B_37615	ZBTB7B	1189
PSMA1_15143	PSMA1	3034
MMP15_11629	MMP15	1077
ATP1B1_1350	ATP1B1	1583
RAB1A_15633	RAB1A	454
ZDHHC24_66463	ZDHHC24	1147
NADK2_60182	NADK2	294
EPHB6_5687	EPHB6	316
TTC36_61250	TTC36	421
SV2C_31386	SV2C	1059
PTGES2_50769	PTGES2	1500
ASCL2_1243	ASCL2	1148
NETO1_51933	NETO1	708
OR14J1_73242	OR14J1	2812
PIM1_13980	PIM1	1331
CEACAM16_71058	CEACAM16	1067
RREB1_16643	RREB1	203
ZFP2_50699	ZFP2	2149
PRDM12_46765	PRDM12	569
TCEAL6_63253	TCEAL6	853
AFTPH_40639	AFTPH	200
CEP350_26205	CEP350	437
GIMAP5_42383	GIMAP5	681
GABRB3_6770	GABRB3	198
MTHFD1L_34038	MTHFD1L	415
KIAA1324_45762	KIAA1324	1902
SNX24_36240	SNX24	447
PDP2_45802	PDP2	848
RASSF1_30417	RASSF1	2354
CH25H_23613	CH25H	1133
SH3BGRL3_52093	SH3BGRL3	653
DACT3_61887	DACT3	4514
LBX2_55018	LBX2	1960
TNFRSF10B_23000	TNFRSF10B	873
WIPI1_41447	WIPI1	510
PFN4_70441	PFN4	1452
UMOD_19979	UMOD	2271
PRKAR1B_14806	PRKAR1B	1146
PDCD2_13491	PDCD2	160
LGALS13_36555	LGALS13	1253
ENPP2_13624	ENPP2	760
NPHS2_20964	NPHS2	845
MAST1_31369	MAST1	1069
IL17RD_40499	IL17RD	567
VWA5B2_55301	VWA5B2	647
CCDC28A_34032	CCDC28A	3730
DDX25_36538	DDX25	1564
PBK_43638	PBK	531
NKD1_54885	NKD1	1050
TTC25_52190	TTC25	869
SLC23A3_62485	SLC23A3	1615
RCOR3_43275	RCOR3	662
ANKRD20A1_53117	ANKRD20A1	1388
OR9Q2_65462	OR9Q2	821
Non-Targeting Control_77229	Non-Targeting Control	3890
CST5_4137	CST5	2293
ZNF749_71086	ZNF749	679
LARP4_56978	LARP4	819
ZFP36_20418	ZFP36	185
PPCDC_46903	PPCDC	467
SLC30A5_48255	SLC30A5	385
PCDHGA8_25691	PCDHGA8	337
VWF_20208	VWF	818
CBY3_74072	CBY3	1688
ZNF280A_59657	ZNF280A	1308
CDKN2AIP_42758	CDKN2AIP	1517
NNT_33068	NNT	688
GRK5_7637	GRK5	701
UGT2B28_40052	UGT2B28	987
ITIH2_9837	ITIH2	1442
SPRYD7_45287	SPRYD7	737
ZNF880_72246	ZNF880	558
NSG1_35483	NSG1	485
Non-Targeting Control_76571	Non-Targeting Control	4477
BIN3_43720	BIN3	395
PCDHB12_43962	PCDHB12	523
PDDC1_69899	PDDC1	1188
ALKBH4_40559	ALKBH4	1781
MTUS2_32329	MTUS2	646
UBR3_59818	UBR3	1080
POLQ_28979	POLQ	1825
FLOT1_27369	FLOT1	585
Non-Targeting Control_76483	Non-Targeting Control	5766
WDR60_41606	WDR60	1812
WHAMM_58640	WHAMM	497
HESX1_23089	HESX1	247
CLEC2A_70866	CLEC2A	668
PHF3_32887	PHF3	619
SLC38A5_56339	SLC38A5	2921
NOG_24280	NOG	1113
MYEOV_35194	MYEOV	774
GPALPP1_42503	GPALPP1	768
AREG_1069	AREG	255
TCF20_18865	TCF20	548
USP11_21456	USP11	1753
AMOT_62923	AMOT	962
MCFD2_55460	MCFD2	1979
CREBL2_3875	CREBL2	2186
Non-Targeting Control_76913	Non-Targeting Control	4970
OR52B2_66643	OR52B2	524
CRTAP_28274	CRTAP	1029
EXOC8_62153	EXOC8	547
VTA1_38971	VTA1	302
HSD17B6_22490	HSD17B6	934
LY6E_10879	LY6E	517
IL26_43423	IL26	227
CDK19_31723	CDK19	1572
C18orf63_73892	C18orf63	344
SLC36A2_62752	SLC36A2	412
GPR1_7490	GPR1	1592
DGKK_60670	DGKK	608
ARRB2_1189	ARRB2	242
CNNM4_35073	CNNM4	1121
OR9G4_67245	OR9G4	1674
ERF_5773	ERF	373
BZRAP1_24326	BZRAP1	1090
RHBDD3_33772	RHBDD3	289
SPRYD4_67338	SPRYD4	537
Non-Targeting Control_76834	Non-Targeting Control	3390
RND3_1119	RND3	879
THNSL1_50295	THNSL1	1223
KDM1B_65851	KDM1B	1431
Non-Targeting Control_76485	Non-Targeting Control	3634
BHMT_1719	BHMT	601
SLC25A37_38465	SLC25A37	838
HIPK4_61858	HIPK4	568
ZNF45_20578	ZNF45	656
LY9_10886	LY9	1012
TAZ_18736	TAZ	306
TMEM214_40823	TMEM214	1147
SLC1A4_17441	SLC1A4	1687
C6orf1_65825	C6orf1	1600
Non-Targeting Control_76929	Non-Targeting Control	4947
OR14C36_59288	OR14C36	422
CHRNB2_3246	CHRNB2	397
TBCCD1_41795	TBCCD1	1669
RIBC2_34667	RIBC2	1420
CFAP20_36494	CFAP20	261
TFAP4_19017	TFAP4	818
LRRC40_42863	LRRC40	502
GRAMD2_64482	GRAMD2	413
PDIA2_47913	PDIA2	976
ANKRD17_34476	ANKRD17	775
C5AR1_2010	C5AR1	1065
OR10H3_35147	OR10H3	870
PTK2_15383	PTK2	556
CA2_2100	CA2	1653
OR52J3_58162	OR52J3	2606
ADORA2B_380	ADORA2B	635
TRIM65_64873	TRIM65	884
GUCD1_52279	GUCD1	1917
NKX1-1_40445	NKX1-1	1517
IRG1_75062	IRG1	440
HSD3B7_51032	HSD3B7	982
KDM5B_29099	KDM5B	1245
CDC26_66205	CDC26	114
SVOPL_60431	SVOPL	132
ZNF76_20607	ZNF76	314
EMILIN3_55336	EMILIN3	558
ASB5_60798	ASB5	1039
CXorf38_63263	CXorf38	669
ZNF679_64002	ZNF679	1369
POC1B-GALNT4_76085	POC1B-GALNT4	625
CCDC71L_64013	CCDC71L	339
ZNF431_64244	ZNF431	961
Non-Targeting Control_76705	Non-Targeting Control	6366
IPO9_43096	IPO9	651
HNF4G_8557	HNF4G	884
CCDC92_50925	CCDC92	1032
MPP3_11718	MPP3	1323
CCDC54_54048	CCDC54	1828
NTNG1_31009	NTNG1	2767
DMC1_30257	DMC1	954
DCTD_4577	DCTD	343
REEP1_48365	REEP1	1684
ZNF80_20616	ZNF80	494
TUSC5_68489	TUSC5	790
TEKT5_61559	TEKT5	784
ZMYND12_53130	ZMYND12	744
MLXIPL_37743	MLXIPL	1574
SPATS2_48469	SPATS2	746
COLQ_21528	COLQ	746
SLC13A5_67649	SLC13A5	760
SCAMP2_26889	SCAMP2	1087
GNA15_7301	GNA15	444
CCND3_2496	CCND3	1049
TAOK1_45814	TAOK1	1185
PRR14_48647	PRR14	1817
CHD9_50901	CHD9	1838
SRD5A3_49494	SRD5A3	474
PRSS3_15048	PRSS3	259
ZNF155_20729	ZNF155	500
CLEC4D_68718	CLEC4D	486
CSRP1_4109	CSRP1	463
C4BPB_1997	C4BPB	519
SLC35D3_69098	SLC35D3	547
C22orf42_62305	C22orf42	1086
TBC1D20_59583	TBC1D20	3267
VAX2_33769	VAX2	696
STK10_18417	STK10	479
Non-Targeting Control_76579	Non-Targeting Control	8185
MRPL15_36432	MRPL15	198
TFDP2_19038	TFDP2	1342
GDF7_62505	GDF7	1252
LHX3_21186	LHX3	1466
THEMIS2_24941	THEMIS2	1093
ITLN1_42747	ITLN1	970
FSD1_49108	FSD1	170
PIGC_13939	PIGC	689
SFTPA1_74339	SFTPA1	1134
BPIFB2_51178	BPIFB2	690
TBC1D22A_33673	TBC1D22A	1241
ARFGEF3_45307	ARFGEF3	750
ZNF337_34673	ZNF337	927
CSRP3_21226	CSRP3	1204
ZNF644_52996	ZNF644	1128
TAS2R4_37368	TAS2R4	1614
LOC100134391_75490	LOC100134391	3018
NEURL1B_40061	NEURL1B	424
ALOX5AP_671	ALOX5AP	1647
DEDD2_63593	DEDD2	2175
SLC22A8_24656	SLC22A8	487
CHCHD7_49002	CHCHD7	1259
RPP38_28480	RPP38	697
C11orf54_36252	C11orf54	146
RELN_15055	RELN	1161
SOX7_52259	SOX7	748
ZNF77_46577	ZNF77	838
CNTFR_3537	CNTFR	1655
IRX1_49123	IRX1	878
TMEM207_60003	TMEM207	1210
RAB3GAP2_33695	RAB3GAP2	757
ELMSAN1_55978	ELMSAN1	1056
THUMPD2_51298	THUMPD2	654
FAM129B_48184	FAM129B	1726
TMEM145_67755	TMEM145	412
SOX6_42648	SOX6	394
NEIL1_49553	NEIL1	221
MAS1_11140	MAS1	719
TEX15_44055	TEX15	1332
FAM198A_74829	FAM198A	1894
GIPC3_59120	GIPC3	937
NTN1_24793	NTN1	509
PEAK1_50091	PEAK1	2243
FAT1_6096	FAT1	1372
MYO9B_12131	MYO9B	2322
CACNG2_27871	CACNG2	784
IQUB_62934	IQUB	816
MFSD6L_63508	MFSD6L	1249
DENND2D_50477	DENND2D	550
NUP43_69993	NUP43	126
Non-Targeting Control_77170	Non-Targeting Control	4649
HDHD1_21439	HDHD1	1739
SAXO1_63148	SAXO1	257
TTLL4_25503	TTLL4	255
HGSNAT_60548	HGSNAT	1974
NRL_12857	NRL	981
LYPLA2_30723	LYPLA2	451
CILP2_61956	CILP2	1142
FXYD2_1364	FXYD2	1839
HIST1H1B_8100	HIST1H1B	259
PDK4_13615	PDK4	1696
ARSG_31170	ARSG	747
AP2S1_3328	AP2S1	1044
ZNF331_42495	ZNF331	1219
CTSE_4246	CTSE	2219
PRKCH_14838	PRKCH	2499
NCF2_12243	NCF2	1002
SOSTDC1_34112	SOSTDC1	1517
GMEB2_34744	GMEB2	408
MAGEC1_26530	MAGEC1	2337
SNAPC1_17826	SNAPC1	2182
FAM186A_58313	FAM186A	2666
ELFN1_72059	ELFN1	336
SLCO6A1_60160	SLCO6A1	668
LGI3_65060	LGI3	421
TXNDC2_53109	TXNDC2	1035
KIAA1143_45498	KIAA1143	334
ZNF304_45376	ZNF304	354
SSTR5_18299	SSTR5	818
UPK3A_20014	UPK3A	2487
TRNP1_71113	TRNP1	1128
F12_5982	F12	860
ANKRD45_68944	ANKRD45	2596
DDX42_30764	DDX42	104
IL2RA_9400	IL2RA	2694
PTPRR_15517	PTPRR	521
BLID_72786	BLID	1547
MBLAC1_66612	MBLAC1	1250
LTB4R2_44247	LTB4R2	1163
TMED1_29863	TMED1	1203
AMBRA1_42845	AMBRA1	1342
KRT79_68810	KRT79	1410
SAXO1_63147	SAXO1	454
CLEC4E_34846	CLEC4E	495
MYLK4_69105	MYLK4	400
CDH2_2836	CDH2	300
KIF26A_34676	KIF26A	1559
XKR9_71441	XKR9	1054
Non-Targeting Control_77071	Non-Targeting Control	5004
LFNG_10585	LFNG	358
GOLPH3L_41917	GOLPH3L	1589
HIST1H4H_21757	HIST1H4H	2279
QTRTD1_49646	QTRTD1	572
CLEC1B_38297	CLEC1B	528
LRP5_10805	LRP5	478
ARPIN_69918	ARPIN	1514
ZNF385C_64844	ZNF385C	764
ITGA11_30867	ITGA11	503
TRIM64B_73681	TRIM64B	448
MAGEB1_11042	MAGEB1	276
BTBD6_55318	BTBD6	1551
EXT2_5902	EXT2	473
ABHD15_57701	ABHD15	470
ITGA4_9760	ITGA4	1331
TSPYL1_19658	TSPYL1	914
SLC5A6_23299	SLC5A6	609
PPP2R4_14638	PPP2R4	382
ZNF585B_56180	ZNF585B	3747
SEPHS2_31260	SEPHS2	1295
Non-Targeting Control_77202	Non-Targeting Control	3256
CADPS2_56598	CADPS2	979
ARMCX6_40009	ARMCX6	509
