sgRNA	Gene	Clip2_8_IN8_treatment_BC23_IGO_09496_15_S15
UGT2B11_28978	UGT2B11	2
C2orf15_62362	C2orf15	7
TMEM147_28058	TMEM147	6
ABCA5_32859	ABCA5	5
ORC2_13098	ORC2	12
AP4M1_24102	AP4M1	3
UGT1A5_40277	UGT1A5	7
SIRPG_42501	SIRPG	12
CMYA5_64993	CMYA5	2
TRIM3_28666	TRIM3	5
CDKN1B_2929	CDKN1B	10
PMP22_14270	PMP22	4
C9orf78_39446	C9orf78	2
PLA2G3_37206	PLA2G3	9
GCHFR_6984	GCHFR	8
DES_4708	DES	5
ECEL1_24806	ECEL1	3
TRIT1_40609	TRIT1	8
GPR12_7530	GPR12	11
LOC158434_63179	LOC158434	1
STAT1_18344	STAT1	1
MYCBP_34974	MYCBP	3
POP7_27512	POP7	6
C11orf31_67111	C11orf31	13
WDR78_50044	WDR78	2
POMGNT1_42835	POMGNT1	8
SRSF7_17216	SRSF7	3
PRAMEF2_48439	PRAMEF2	8
FLG2_71163	FLG2	14
C12orf60_61359	C12orf60	2
NBPF6_74256	NBPF6	6
ATRN_21991	ATRN	5
MRPL54_57812	MRPL54	9
DHFRL1_64784	DHFRL1	5
NHSL1_45320	NHSL1	9
SMCO1_66665	SMCO1	6
FAT3_58226	FAT3	6
EIF5B_25552	EIF5B	11
NAA40_50071	NAA40	1
BTG1_1921	BTG1	27
GIGYF2_34480	GIGYF2	11
AGFG1_8832	AGFG1	3
FAXC_53800	FAXC	9
NBPF9_72277	NBPF9	2
MYL10_56509	MYL10	3
MRPL38_48322	MRPL38	1
TRAF4_25380	TRAF4	15
RIN2_39944	RIN2	4
MVP_26575	MVP	7
MIB1_45757	MIB1	13
CDK2AP1_21292	CDK2AP1	1
ACTC1_190	ACTC1	3
C2CD3_34320	C2CD3	4
EPHX2_5696	EPHX2	9
EBAG9_24067	EBAG9	3
CTNNA1_4204	CTNNA1	4
RALA_15773	RALA	3
C10orf54_47414	C10orf54	5
FANCL_41631	FANCL	4
MRPL12_16472	MRPL12	1
FIP1L1_51773	FIP1L1	3
TIMM50_56294	TIMM50	5
LPIN2_25532	LPIN2	9
NEDD9_12423	NEDD9	11
FAM71A_62213	FAM71A	4
NAT1_9	NAT1	3
KRTAP25-1_75411	KRTAP25-1	10
NOLC1_24232	NOLC1	3
AAMDC_36255	AAMDC	5
EIF3D_22609	EIF3D	2
SERPINB6_13901	SERPINB6	5
CHAF1B_21408	CHAF1B	1
TRMT11_46892	TRMT11	7
C12orf77_64413	C12orf77	2
CTRL_4234	CTRL	12
SERINC4_73631	SERINC4	6
SCARB1_2664	SCARB1	7
CUL5_21237	CUL5	3
PEBP4_63003	PEBP4	9
ZNF816-ZNF321P_76119	ZNF816-ZNF321P	1
STRAP_30360	STRAP	1
MED10_53205	MED10	13
FKBP3_6359	FKBP3	3
HMCN1_52563	HMCN1	2
NPW_67520	NPW	5
YEATS2_43035	YEATS2	3
CPTP_51341	CPTP	9
FOXF1_6373	FOXF1	4
OVCA2_58798	OVCA2	3
FMO3_6496	FMO3	8
PANO1_76338	PANO1	13
CCDC73_73395	CCDC73	10
SEC24C_25421	SEC24C	6
GRIFIN_72573	GRIFIN	12
GLRX2_37565	GLRX2	9
SLC35G5_52329	SLC35G5	4
GDAP1_39854	GDAP1	13
LAIR2_10453	LAIR2	12
TDRD3_51658	TDRD3	3
CCL17_17008	CCL17	11
TMEM178B_75965	TMEM178B	1
DDX46_26284	DDX46	2
IQCB1_25516	IQCB1	9
FAM96A_53093	FAM96A	2
C1orf21_51701	C1orf21	3
SLC6A8_17544	SLC6A8	14
MYH6_12037	MYH6	9
NIPBL_33860	NIPBL	3
HLA-DOA_8402	HLA-DOA	2
GABBR1_6728	GABBR1	7
C4orf36_60124	C4orf36	11
TBC1D20_59582	TBC1D20	1
SPATA31A5_74512	SPATA31A5	1
USE1_43572	USE1	3
CYP2W1_40961	CYP2W1	7
IRF4_9710	IRF4	16
TBC1D22B_42872	TBC1D22B	4
ZBTB11_35586	ZBTB11	3
ZNF664-FAM101A_76173	ZNF664-FAM101A	11
ATXN7L3_44737	ATXN7L3	3
HOMEZ_45963	HOMEZ	10
CACNA2D4_56551	CACNA2D4	12
SNX10_36701	SNX10	4
CD163L1_67310	CD163L1	5
TSSK2_33326	TSSK2	7
ALDH1A3_618	ALDH1A3	7
DAZ2_44910	DAZ2	6
TIMP2_19205	TIMP2	7
FAIM3_24208	FAIM3	10
NTN4_46742	NTN4	19
THOC5_22330	THOC5	4
COL4A3BP_26961	COL4A3BP	6
RGS21_72810	RGS21	4
TNIP1_27734	TNIP1	10
PPFIBP1_22094	PPFIBP1	5
PF4_13701	PF4	3
SPATS2L_34334	SPATS2L	5
PSMC3_15222	PSMC3	8
C1QL2_63830	C1QL2	4
IGF2BP1_28772	IGF2BP1	16
EXOSC1_37534	EXOSC1	10
OR3A3_21814	OR3A3	8
NDST3_24556	NDST3	2
PSMD12_15280	PSMD12	3
MED7_24842	MED7	2
MRPL50_40165	MRPL50	3
BMPR2_1811	BMPR2	7
TIGD3_65601	TIGD3	15
ODF3L2_67881	ODF3L2	11
PTPRZ1_15527	PTPRZ1	11
USP17L19_75627	USP17L19	7
ATP8B3_61986	ATP8B3	11
MRPL24_49336	MRPL24	3
SAAL1_56938	SAAL1	8
BPIFB6_59622	BPIFB6	3
TRNT1_37782	TRNT1	3
MRPL53_57807	MRPL53	2
AMPD2_741	AMPD2	4
NFATC2IP_54426	NFATC2IP	2
DCTD_4577	DCTD	9
C1orf86_64625	C1orf86	4
SHQ1_41772	SHQ1	13
KIR3DL2_10197	KIR3DL2	1
MFHAS1_24332	MFHAS1	5
IL17RB_42637	IL17RB	3
PAXBP1_56693	PAXBP1	6
AMPD3_745	AMPD3	17
ATP8B2_45268	ATP8B2	8
CRYBG3_59957	CRYBG3	10
OR10H3_35148	OR10H3	1
PWP1_30231	PWP1	1
ERAL1_34944	ERAL1	2
TAAR2_24401	TAAR2	15
WDR89_56870	WDR89	4
HIST2H2AB_68555	HIST2H2AB	10
JMJD6_32088	JMJD6	6
RCAN3_30185	RCAN3	2
ANKMY1_38344	ANKMY1	4
CCDC103_71009	CCDC103	3
CDC25A_2805	CDC25A	6
VSX2_68836	VSX2	9
C10orf12_34660	C10orf12	7
CTSZ_4283	CTSZ	1
CD9_2599	CD9	5
MRPL44_48397	MRPL44	3
PNPLA1_68289	PNPLA1	4
DHX15_4671	DHX15	4
EIF4G3_22640	EIF4G3	8
UBXN4_32017	UBXN4	4
PPP1R18_64239	PPP1R18	2
PSMB4_15182	PSMB4	3
SALL1_16807	SALL1	3
ZCCHC10_40659	ZCCHC10	2
SLC35D1_31945	SLC35D1	3
TMEM14B_51973	TMEM14B	2
OAZ2_12983	OAZ2	10
FOXA3_8549	FOXA3	6
DGUOK_4733	DGUOK	2
MST1_11792	MST1	3
UBE2L6_24293	UBE2L6	6
ANXA9_21877	ANXA9	3
CAPN13_56182	CAPN13	8
HIST1H2AE_8107	HIST1H2AE	3
PSMB2_15175	PSMB2	7
MPPE1_48484	MPPE1	5
AGXT2_48239	AGXT2	4
ZNF514_54338	ZNF514	3
PPP1R11_18921	PPP1R11	12
NUPL1_26076	NUPL1	5
TOMM5_72459	TOMM5	10
DNA2_4877	DNA2	3
CEP135_25527	CEP135	5
RGS17_35177	RGS17	10
TAF1A_23592	TAF1A	5
EMCN_39345	EMCN	1
NLRP4_61907	NLRP4	4
ALAD_579	ALAD	5
QRSL1_42174	QRSL1	4
STOML1_24713	STOML1	18
SERPINA12_61398	SERPINA12	9
PKLR_14047	PKLR	4
TRMT1_42825	TRMT1	5
COMMD7_62234	COMMD7	6
CLCN2_3348	CLCN2	2
HIST1H2AJ_21628	HIST1H2AJ	3
C9orf129_73317	C9orf129	6
ARL4A_27077	ARL4A	2
GCNT1_7005	GCNT1	3
LEO1_58593	LEO1	1
RGS4_16103	RGS4	3
CREBZF_46558	CREBZF	3
OSBPL1A_57296	OSBPL1A	3
DHRS11_49025	DHRS11	14
DFFA_4716	DFFA	11
HAS1_8176	HAS1	3
TMEM160_41131	TMEM160	7
LMTK3_57177	LMTK3	16
BTNL8_50331	BTNL8	13
ACOT12_60277	ACOT12	10
TM7SF2_19324	TM7SF2	6
PPP1R35_65908	PPP1R35	2
SERTAD4_44165	SERTAD4	8
CWC22_46271	CWC22	3
ADGRG5_65724	ADGRG5	6
AP3S2_27475	AP3S2	9
SENP5_65172	SENP5	3
PTPRA_15460	PTPRA	2
INCA1_70974	INCA1	5
NFE2L2_12518	NFE2L2	15
MED11_72218	MED11	2
TMEM110-MUSTN1_76030	TMEM110-MUSTN1	5
ELN_5535	ELN	9
INO80_40315	INO80	6
DNAJC21_60232	DNAJC21	8
LEF1_38047	LEF1	5
SIRPG_42502	SIRPG	3
PACSIN2_30605	PACSIN2	16
ABCG5_47585	ABCG5	5
IGFBP6_9332	IGFBP6	4
TNNT2_19411	TNNT2	5
CD84_23131	CD84	10
CD44_2706	CD44	11
OR10A3_35058	OR10A3	12
FANCC_6032	FANCC	13
GAK_6814	GAK	1
DBNDD1_48697	DBNDD1	7
ARF4_1081	ARF4	18
GCNT3_24290	GCNT3	3
SMARCC1_17759	SMARCC1	21
MYCBPAP_52854	MYCBPAP	6
PHYKPL_54712	PHYKPL	6
TMEM130_66065	TMEM130	2
ADAM19_22810	ADAM19	4
ADAM33_51155	ADAM33	7
AP1G1_465	AP1G1	1
PCDHGA10_43913	PCDHGA10	8
YIPF2_48644	YIPF2	3
FAM195B_69940	FAM195B	17
CCDC57_67581	CCDC57	11
ACTN4_203	ACTN4	2
PSMC6_15233	PSMC6	7
STRIP1_54847	STRIP1	3
PSMD12_15279	PSMD12	13
B4GALNT2_58842	B4GALNT2	6
NDUFA4_12279	NDUFA4	5
GPI_7475	GPI	6
WHSC1_20252	WHSC1	10
OR1D2_13073	OR1D2	10
SLC23A1_26584	SLC23A1	5
PPM1G_14554	PPM1G	10
FNDC3A_31030	FNDC3A	2
BRF1_7974	BRF1	10
DDX25_36537	DDX25	6
PDLIM3_35962	PDLIM3	8
BAZ1B_23637	BAZ1B	10
HRK_22846	HRK	4
CBY3_74070	CBY3	8
KRT8_10340	KRT8	10
PSMD13_15284	PSMD13	9
GSTCD_50000	GSTCD	9
CLPTM1L_51506	CLPTM1L	3
CD3EAP_29319	CD3EAP	2
WAC_38504	WAC	2
HECA_39318	HECA	4
TGIF1_19119	TGIF1	4
RBSN_47465	RBSN	4
OR2W1_35259	OR2W1	12
SULT1A3_18475	SULT1A3	4
TFAP2D_52452	TFAP2D	6
LYZL2_58118	LYZL2	10
ZNF148_20720	ZNF148	12
SPTBN2_18151	SPTBN2	3
FPGS_6558	FPGS	5
GUCA2A_7999	GUCA2A	9
CT45A3_73156	CT45A3	3
DONSON_36960	DONSON	8
EIF4EBP1_5452	EIF4EBP1	11
VCX_35220	VCX	2
E2F3_5212	E2F3	2
RASGRP3_33693	RASGRP3	2
RNF123_47068	RNF123	13
NUBPL_50959	NUBPL	4
CLIC3_23609	CLIC3	15
C19orf53_36268	C19orf53	3
HOXA1_8631	HOXA1	13
IL23R_62140	IL23R	4
MRAP2_56818	MRAP2	4
RNF180_68255	RNF180	1
HRCT1_74161	HRCT1	8
ABAT_37	ABAT	2
MARCO_22680	MARCO	12
SNAP23_22930	SNAP23	5
KIAA1429_34210	KIAA1429	7
MRPS18B_36265	MRPS18B	17
SH2D5_72261	SH2D5	21
TMEM114_67556	TMEM114	4
RHOA_1106	RHOA	4
SLC25A51_56091	SLC25A51	3
SH3BP2_17278	SH3BP2	2
SP4_18022	SP4	7
SAP130_49348	SAP130	1
DEFB106A_66124	DEFB106A	3
RTEL1_39426	RTEL1	3
PPP1R1A_14576	PPP1R1A	10
ANKRD20A4_74779	ANKRD20A4	2
OR2V1_35265	OR2V1	2
ADAM8_260	ADAM8	1
PABPC1L2B_74063	PABPC1L2B	8
GTF2B_7932	GTF2B	5
SCO2_26677	SCO2	8
GRIA2_7711	GRIA2	1
CDK12_39440	CDK12	2
WNK1_48451	WNK1	11
BACH1_1557	BACH1	9
C12orf66_61356	C12orf66	15
WDR6_30391	WDR6	7
FFAR4_68741	FFAR4	8
PLEKHG6_41905	PLEKHG6	7
IL1R2_20994	IL1R2	9
LMNTD1_63345	LMNTD1	8
RAB5B_15665	RAB5B	2
ZNF395_43676	ZNF395	5
ZNF266_29147	ZNF266	16
TMTC4_54418	TMTC4	8
MRE11A_11738	MRE11A	1
ULK1_21861	ULK1	11
SPECC1L_32649	SPECC1L	3
GOLGA5_26543	GOLGA5	9
LMNB2_54239	LMNB2	7
GFOD1_39924	GFOD1	17
MED26_24836	MED26	3
HSPA13_18384	HSPA13	5
LCE1B_70059	LCE1B	1
RPS15_16567	RPS15	1
SBDS_37869	SBDS	1
FCF1_37717	FCF1	1
WDR37_31111	WDR37	4
TSPY1_19654	TSPY1	1
DIDO1_30073	DIDO1	9
ZNF410_46475	ZNF410	3
RANBP3_22104	RANBP3	5
SRSF12_60351	SRSF12	2
GFM2_53535	GFM2	1
FBXO9_34893	FBXO9	15
OBP2B_36985	OBP2B	4
CRYAA_3937	CRYAA	4
ZNF572_60470	ZNF572	4
ADH1A_336	ADH1A	10
KDM2A_31397	KDM2A	3
ZNF18_20503	ZNF18	7
ATL3_34093	ATL3	10
YTHDF1_40985	YTHDF1	5
IKZF1_27744	IKZF1	7
HOXA10_8663	HOXA10	8
CADM3_46479	CADM3	8
OR6K6_59530	OR6K6	7
WNT5A_20272	WNT5A	3
WDR5B_40233	WDR5B	1
PRG2_14743	PRG2	3
RPH3A_31148	RPH3A	10
DCAF17_50677	DCAF17	14
TMF1_19332	TMF1	18
SCAND1_38350	SCAND1	5
PINX1_41224	PINX1	7
NAA50_50939	NAA50	2
MCCD1_72392	MCCD1	3
GAGE12I_35298	GAGE12I	9
AADACL4_69487	AADACL4	6
2-Sep_12409	2-Sep	10
SIAH1_17339	SIAH1	1
SPATA33_58690	SPATA33	7
MSGN1_69576	MSGN1	4
KRTAP21-1_68678	KRTAP21-1	4
RAB10_29446	RAB10	8
CACNG7_46750	CACNG7	30
CHD8_46199	CHD8	8
TRMU_43031	TRMU	2
TMEM17_64750	TMEM17	19
H2AFB3_52447	H2AFB3	7
CNTF_3535	CNTF	5
RAD18_44446	RAD18	8
HK2_8366	HK2	2
OS9_29669	OS9	5
FOXK1_65921	FOXK1	9
LPA_10764	LPA	8
DCT_4587	DCT	5
PFDN6_28193	PFDN6	2
NMUR1_27726	NMUR1	6
FOLH1_6532	FOLH1	1
UBA1_19821	UBA1	1
PET100_75396	PET100	2
FAM127B_34509	FAM127B	5
ART1_1219	ART1	8
EIF2AK1_35577	EIF2AK1	3
GMPPA_36805	GMPPA	3
GTF2A2_7928	GTF2A2	3
EAF1_54877	EAF1	2
MAP7D2_66807	MAP7D2	3
INSL5_26768	INSL5	4
TCF20_18868	TCF20	3
PTPN6_15429	PTPN6	5
CCDC94_43086	CCDC94	3
FNTA_6523	FNTA	6
LEMD1_56488	LEMD1	2
ARRDC5_74023	ARRDC5	9
ALDH18A1_15603	ALDH18A1	4
MXD3_52144	MXD3	10
EIF2A_52697	EIF2A	12
LOXL3_54060	LOXL3	5
FRS3_29266	FRS3	5
CA2_2097	CA2	36
SCOC_46970	SCOC	5
PPP5C_14686	PPP5C	2
BARX2_22246	BARX2	14
PIBF1_28172	PIBF1	5
CCR3_3447	CCR3	8
ARPC5L_52003	ARPC5L	13
RERGL_49935	RERGL	3
TMEM19_42127	TMEM19	3
ALDH16A1_59052	ALDH16A1	4
SH3GL1_17288	SH3GL1	4
RREB1_16644	RREB1	3
DLG5_24256	DLG5	12
VPS26B_56890	VPS26B	5
MTHFD1L_34038	MTHFD1L	14
STMN3_37437	STMN3	5
ANKRD27_52878	ANKRD27	3
STK10_18418	STK10	7
PYURF_76288	PYURF	2
ZNF408_49969	ZNF408	7
ZNF566_54498	ZNF566	3
OR2T8_69518	OR2T8	10
TSPAN31_16817	TSPAN31	21
HS3ST3B1_26549	HS3ST3B1	6
CNTRL_29999	CNTRL	3
STAB1_31931	STAB1	10
AMDHD1_61288	AMDHD1	12
DSPP_5109	DSPP	6
KRT31_10381	KRT31	7
CHCHD3_41021	CHCHD3	7
CD28_2628	CD28	6
RAB20_42907	RAB20	7
GEMIN2_22074	GEMIN2	5
VCX3B_72806	VCX3B	3
TMEM71_60506	TMEM71	10
ZNF19_20507	ZNF19	1
SFXN3_51975	SFXN3	11
KAZN_32243	KAZN	12
RMDN1_37855	RMDN1	6
RPL26L1_37871	RPL26L1	7
DDX17_28359	DDX17	4
MEF2BNB-MEF2B_11317	MEF2BNB-MEF2B	2
HYAL1_9074	HYAL1	3
NSMF_34342	NSMF	10
C16orf89_61613	C16orf89	2
EI24_25152	EI24	4
BCAM_10870	BCAM	7
C5orf52_75549	C5orf52	3
SSR1_18259	SSR1	7
IL36A_35758	IL36A	12
EIF4ENIF1_44263	EIF4ENIF1	5
C9orf171_71488	C9orf171	5
GTPBP3_54083	GTPBP3	8
HIST2H3D_74367	HIST2H3D	1
HAND2_24912	HAND2	7
HIST1H2BD_8121	HIST1H2BD	2
KCNA2_9946	KCNA2	7
HECTD3_49530	HECTD3	7
PCF11_39080	PCF11	3
DYNLT1_18925	DYNLT1	7
PAQR8_54799	PAQR8	13
C1orf86_64627	C1orf86	4
C6orf223_65786	C6orf223	5
SEC24A_29211	SEC24A	8
RASSF6_63918	RASSF6	4
NAPG_22935	NAPG	1
NIPAL1_62678	NIPAL1	14
INPP5B_9634	INPP5B	24
C1QL4_68801	C1QL4	11
SLC39A9_42365	SLC39A9	2
C10orf10_30014	C10orf10	2
ACAN_496	ACAN	6
NODAL_12686	NODAL	5
RAPGEF1_7703	RAPGEF1	2
MRPS22_44664	MRPS22	2
UCN3_57098	UCN3	7
GFAP_7057	GFAP	8
RBMX_36014	RBMX	5
FERMT3_52399	FERMT3	5
FCGR1B_6151	FCGR1B	8
BEX4_44204	BEX4	14
SGOL2_62469	SGOL2	16
RYK_16694	RYK	11
MASTL_54517	MASTL	3
GALR1_6837	GALR1	1
OR2A7_72434	OR2A7	10
TOMM20_26028	TOMM20	1
ARHGEF17_26112	ARHGEF17	2
NMI_23891	NMI	7
TP53TG3_33642	TP53TG3	3
CNOT2_12710	CNOT2	11
NDE1_40663	NDE1	2
POU6F1_14483	POU6F1	2
DYNC1H1_4919	DYNC1H1	1
TSEN2_51299	TSEN2	5
PPP1R3C_14587	PPP1R3C	4
PRCC_14720	PRCC	6
KCNK5_22545	KCNK5	9
NIPAL3_45233	NIPAL3	9
BHMT_1719	BHMT	5
DLGAP5_25975	DLGAP5	3
PDSS2_45000	PDSS2	2
NUDC_28996	NUDC	2
FSCN3_37019	FSCN3	4
TLR4_19288	TLR4	4
THEM4_57889	THEM4	2
CENPN_43537	CENPN	3
MTA1_23896	MTA1	4
HHIPL1_53595	HHIPL1	5
TTC14_62530	TTC14	7
PLEKHF2_49568	PLEKHF2	4
CDKN2D_2952	CDKN2D	1
SV2B_26354	SV2B	6
ARL2_1166	ARL2	1
PSMB6_15192	PSMB6	12
OLFM2_56458	OLFM2	8
NTF3_12880	NTF3	9
MRPL39_39797	MRPL39	1
WDR3_29427	WDR3	5
CEP44_51380	CEP44	4
PARD6B_53827	PARD6B	8
ARHGEF19_59491	ARHGEF19	3
PGGT1B_13805	PGGT1B	2
PKHD1_14052	PKHD1	6
KRTAP5-8_46464	KRTAP5-8	1
CABIN1_33043	CABIN1	1
CORO7-PAM16_76106	CORO7-PAM16	5
ZSCAN29_61516	ZSCAN29	5
C19orf73_41729	C19orf73	4
FURIN_13235	FURIN	2
CPSF3_39310	CPSF3	1
SYT1_18582	SYT1	12
LZTS1_30385	LZTS1	9
EID2B_59088	EID2B	10
HNRNPD_8592	HNRNPD	8
STK39_36098	STK39	2
SUZ12_33000	SUZ12	6
RGPD8_74496	RGPD8	1
NR2C2_19548	NR2C2	7
AGPS_22253	AGPS	4
PTAR1_70544	PTAR1	1
UBE2G2_19864	UBE2G2	2
TMEM192_64954	TMEM192	5
MDH2_11281	MDH2	4
LSM8_39304	LSM8	3
DDT_4629	DDT	3
COPS7B_47901	COPS7B	6
CERS2_36899	CERS2	3
USP3_26572	USP3	2
ZMYM3_24172	ZMYM3	19
USP36_45990	USP36	5
LZTS2_53618	LZTS2	5
C15orf43_61457	C15orf43	5
C9orf116_60558	C9orf116	4
NBPF4_62048	NBPF4	4
STRN4_36703	STRN4	6
CACNG3_27867	CACNG3	14
RUNDC3A_29481	RUNDC3A	14
KRTAP13-3_68626	KRTAP13-3	2
CPB1_3776	CPB1	11
NRF1_12851	NRF1	7
TMEM30B_63414	TMEM30B	21
LOC100133267_75480	LOC100133267	8
SLC16A1_17648	SLC16A1	7
FHOD3_50905	FHOD3	10
VWA9_51680	VWA9	1
ADCK3_44811	ADCK3	6
SERPINB1_5483	SERPINB1	12
BRCC3_49104	BRCC3	12
DLK2_48562	DLK2	2
HAO2_38058	HAO2	9
MTFR2_56926	MTFR2	23
SLC37A4_6706	SLC37A4	4
SRFBP1_62782	SRFBP1	9
AIM1L_41440	AIM1L	9
MCCC1_44590	MCCC1	7
CERS5_55710	CERS5	5
RSRC1_38494	RSRC1	8
CERS3_65139	CERS3	5
ITGA1_9744	ITGA1	4
USP36_45987	USP36	1
RTFDC1_38904	RTFDC1	2
UGT2B28_40051	UGT2B28	4
MTHFS_28590	MTHFS	9
PRKAA1_14764	PRKAA1	4
CHST5_33184	CHST5	8
RBP3_15941	RBP3	10
KRT33A_10391	KRT33A	9
IFT81_36284	IFT81	7
HSPG2_8993	HSPG2	7
PEX7_13683	PEX7	2
OR5M8_65292	OR5M8	11
INTS5_51368	INTS5	3
CCDC86_48879	CCDC86	9
MLEC_25887	MLEC	9
ZNRF2_66092	ZNRF2	4
MMADHC_35882	MMADHC	3
COPB2_24380	COPB2	6
MALT1_29451	MALT1	5
CLNS1A_3414	CLNS1A	7
THOP1_19157	THOP1	8
FOXO6_75418	FOXO6	11
HIST1H3I_21714	HIST1H3I	2
SRPRB_46532	SRPRB	1
PRSS56_74155	PRSS56	8
NDUFB7_12337	NDUFB7	2
SPTLC1_28481	SPTLC1	3
EDEM1_25642	EDEM1	10
OR2M2_71961	OR2M2	15
EHF_34979	EHF	9
C11orf65_63309	C11orf65	8
TSC1_19632	TSC1	7
TCF21_18871	TCF21	7
PUM2_32605	PUM2	1
GGTLC1_56097	GGTLC1	16
GTPBP2_40393	GTPBP2	5
LZTS1_30386	LZTS1	5
C6orf163_65192	C6orf163	4
EIF3I_22627	EIF3I	2
TMEM176B_36221	TMEM176B	8
TXNL4B_41129	TXNL4B	1
DONSON_36961	DONSON	1
SUCLG2_23022	SUCLG2	3
DVL3_5192	DVL3	6
KDM1A_31503	KDM1A	1
EIF3E_9671	EIF3E	2
ELAVL1_5490	ELAVL1	11
ATP5G1_1430	ATP5G1	11
CHP1_30631	CHP1	1
PCDH15_48456	PCDH15	5
UHRF1BP1L_31650	UHRF1BP1L	3
PSMB6_15190	PSMB6	1
TLCD2_74516	TLCD2	1
SPATA8_61507	SPATA8	10
MYADM_55943	MYADM	6
IL22RA1_46706	IL22RA1	3
FAM3C_28111	FAM3C	4
NDUFV3_12398	NDUFV3	3
CEP63_51000	CEP63	9
TIMP2_19207	TIMP2	2
TAL2_18691	TAL2	5
TMEM255B_69906	TMEM255B	7
TARDBP_32809	TARDBP	8
COX16_38222	COX16	15
LPPR1_40898	LPPR1	9
SEMA7A_22062	SEMA7A	15
CCDC115_53464	CCDC115	5
LARP1_32598	LARP1	12
RPS4X_16499	RPS4X	1
HDC_8271	HDC	2
TMEM185B_48968	TMEM185B	7
CD300A_30728	CD300A	5
GFPT2_26522	GFPT2	8
BSPRY_40715	BSPRY	9
MGEA5_28989	MGEA5	1
C1orf159_41247	C1orf159	4
SAR1A_44385	SAR1A	12
RAD23B_15734	RAD23B	9
OR8G5_65406	OR8G5	2
ZNF623_26121	ZNF623	11
CD300E_69398	CD300E	3
EBP_28903	EBP	3
CRELD1_48626	CRELD1	5
ATXN2_16847	ATXN2	4
MINK1_37209	MINK1	7
RAB33B_52131	RAB33B	19
NHEJ1_50112	NHEJ1	4
DCN_4574	DCN	7
L2HGDH_50426	L2HGDH	3
LTBR_10856	LTBR	3
CABP4_44840	CABP4	2
TP53TG5_35966	TP53TG5	2
UGT2A2_73596	UGT2A2	6
TRAPPC1_46549	TRAPPC1	3
NOTCH3_12736	NOTCH3	1
SUN5_60945	SUN5	16
OST4_75173	OST4	5
EFCAB11_55325	EFCAB11	10
CHRND_3259	CHRND	9
NPM1_12782	NPM1	1
TRPV3_63536	TRPV3	3
FAM189B_28947	FAM189B	1
NDUFA2_12270	NDUFA2	1
LRBA_2787	LRBA	18
ANKRD13D_68782	ANKRD13D	3
SPNS3_64885	SPNS3	9
ENC1_22140	ENC1	7
SEC22B_25197	SEC22B	3
NUDT1_11859	NUDT1	2
TESK1_18995	TESK1	3
USP7_21039	USP7	1
EIF3A_22600	EIF3A	1
ARHGEF3_37307	ARHGEF3	4
OVCA2_58797	OVCA2	11
SUOX_18485	SUOX	2
PARD6G_53798	PARD6G	2
NKX3-2_1585	NKX3-2	3
LDHAL6A_63313	LDHAL6A	10
C8orf44_44178	C8orf44	12
ATF7_29858	ATF7	3
CCDC169-SOHLH2_76022	CCDC169-SOHLH2	8
BOP1_32216	BOP1	7
SPCS3_46957	SPCS3	7
ADAMTSL3_45246	ADAMTSL3	13
OR11H1_51513	OR11H1	2
MOBP_11668	MOBP	4
TREH_30395	TREH	2
NOL12_49046	NOL12	8
SLC14A2_21354	SLC14A2	2
LMLN_55111	LMLN	6
SLC6A13_17560	SLC6A13	6
EIF4E3_68511	EIF4E3	4
BBS2_1601	BBS2	8
MCM4_11242	MCM4	3
TYMS_19785	TYMS	8
RERG_54709	RERG	6
TMEM203_56700	TMEM203	2
B3GNT2_28898	B3GNT2	4
RPTOR_45711	RPTOR	1
SNAPC3_17834	SNAPC3	2
CIB2_28348	CIB2	2
DDX52_29973	DDX52	1
PROM1_23172	PROM1	19
OR14A16_67916	OR14A16	1
EIF2A_52696	EIF2A	4
TAGAP_57970	TAGAP	2
LSMEM2_60044	LSMEM2	4
SH3PXD2A_25461	SH3PXD2A	7
SLC12A6_26661	SLC12A6	2
PRX_46315	PRX	6
SRPR_18232	SRPR	5
DENND4B_26395	DENND4B	8
ABCC3_22763	ABCC3	4
ATP6V0D1_23904	ATP6V0D1	2
RPL38_16444	RPL38	2
NPM1_12781	NPM1	2
TANGO6_49395	TANGO6	5
GNAT2_7340	GNAT2	5
FXR2_25059	FXR2	2
BMP2K_42728	BMP2K	7
COQ5_53310	COQ5	4
ACP2_163	ACP2	5
SNRNP48_62850	SNRNP48	3
CBLN4_60898	CBLN4	16
ZRANB2_24737	ZRANB2	12
ZNF155_20730	ZNF155	1
TCERG1_29532	TCERG1	2
NTS_12919	NTS	5
HIST1H3E_21711	HIST1H3E	3
TDGF1_18933	TDGF1	5
ZNF284_69450	ZNF284	1
ZNF154_20725	ZNF154	10
GIF_7129	GIF	9
PPM1D_22086	PPM1D	1
RPF1_50761	RPF1	2
FGF2_6240	FGF2	6
EIF3A_22597	EIF3A	1
LNPEP_10739	LNPEP	3
ASUN_43159	ASUN	1
OR5A2_65496	OR5A2	1
OR5P2_58209	OR5P2	6
SUN5_60947	SUN5	8
NR2C2_19546	NR2C2	7
ZNF226_20859	ZNF226	1
DLX3_4829	DLX3	4
RNF31_41485	RNF31	10
AGPAT6_60528	AGPAT6	12
EPB41L4B_40253	EPB41L4B	7
C22orf31_33670	C22orf31	5
FANCB_6067	FANCB	1
ARHGEF39_54434	ARHGEF39	4
CPSF1_36720	CPSF1	11
