sgRNA	Gene	Clip2_8_IN8_treatment_BC24_IGO_09496_16_S16
KRTAP25-1_75408	KRTAP25-1	16
C9orf40_41482	C9orf40	57
POMT1_28577	POMT1	43
TMCC3_45502	TMCC3	38
FADS2_24771	FADS2	217
CT47A5_74552	CT47A5	135
TDP2_39052	TDP2	24
ICAM4_9107	ICAM4	100
CHFR_43219	CHFR	39
UBIAD1_36768	UBIAD1	29
LRRTM1_69860	LRRTM1	31
SLC16A5_23921	SLC16A5	64
IGLL5_75769	IGLL5	95
SERBP1_34633	SERBP1	16
PRKCD_14826	PRKCD	29
FAM132B_62448	FAM132B	74
TCF19_18861	TCF19	45
NFATC1_12489	NFATC1	110
YY1_20388	YY1	35
ATP1A1_1329	ATP1A1	65
CCDC71_48261	CCDC71	118
METTL4_48207	METTL4	58
MAPK8IP3_31918	MAPK8IP3	19
AOC2_861	AOC2	39
PHYHIP_26008	PHYHIP	95
Non-Targeting Control_77241	Non-Targeting Control	251
GPR182_30745	GPR182	16
TIAM1_19193	TIAM1	83
MAGI3_67029	MAGI3	76
DEFB118_57962	DEFB118	91
TMEM244_66318	TMEM244	96
NRXN1_24662	NRXN1	21
ADAMTS9_44820	ADAMTS9	23
HOXD9_8766	HOXD9	50
Non-Targeting Control_77116	Non-Targeting Control	125
C1QA_1960	C1QA	27
CCDC40_41391	CCDC40	18
OVGP1_13149	OVGP1	39
FYCO1_49237	FYCO1	140
MTHFD1L_34036	MTHFD1L	22
FAM47C_73272	FAM47C	76
PTPN23_34121	PTPN23	6
ANKUB1_71313	ANKUB1	53
HIST1H2BD_8122	HIST1H2BD	70
S1PR3_5275	S1PR3	53
OR4D2_58763	OR4D2	21
OR52B4_61188	OR52B4	35
Non-Targeting Control_77374	Non-Targeting Control	194
UNC45A_43685	UNC45A	40
HIF1A_8340	HIF1A	63
PRSS3_15048	PRSS3	17
C9orf16_48931	C9orf16	17
CLCN6_3362	CLCN6	64
EFNB3_5363	EFNB3	46
TDRD12_55923	TDRD12	80
C11orf52_56050	C11orf52	142
TSPAN3_27003	TSPAN3	100
TRIM37_11932	TRIM37	21
PLD3_33408	PLD3	45
PPIC_14536	PPIC	25
MAP4K5_30404	MAP4K5	21
TMEFF1_22384	TMEFF1	48
PCDHB9_43974	PCDHB9	111
SNX20_58748	SNX20	76
ASAH2B_74288	ASAH2B	35
TRIM58_34003	TRIM58	96
GLP1R_7238	GLP1R	36
SYDE2_52992	SYDE2	154
HNRNPUL2_65695	HNRNPUL2	41
SMC4_26838	SMC4	18
SIRPB2_67988	SIRPB2	41
YWHAZ_20406	YWHAZ	40
RGSL1_70138	RGSL1	79
CGN_45739	CGN	31
GMEB1_28924	GMEB1	23
SPATA31A6_71461	SPATA31A6	181
C15orf61_61486	C15orf61	402
ZNF668_49870	ZNF668	26
OR5AK2_71678	OR5AK2	76
TGFBI_19100	TGFBI	50
RRAGA_28874	RRAGA	104
RALGAPA2_45238	RALGAPA2	48
TTR_19713	TTR	105
ZNF225_20854	ZNF225	23
LMO2_10720	LMO2	75
KRTAP21-2_68681	KRTAP21-2	63
NUDT13_34206	NUDT13	25
SIAE_39892	SIAE	125
STARD4_60263	STARD4	18
NDUFV2_12393	NDUFV2	82
GRPR_7837	GRPR	57
C12orf60_61358	C12orf60	17
FAM227B_64473	FAM227B	90
FAM19A4_62538	FAM19A4	29
SOX9_17991	SOX9	26
BCAR3_21875	BCAR3	52
DEAF1_28361	DEAF1	5
LRP6_10801	LRP6	66
SSBP2_33374	SSBP2	45
RASA3_30906	RASA3	72
SMCO1_66665	SMCO1	21
KIAA0368_32673	KIAA0368	154
OR4D10_71696	OR4D10	51
MROH2A_69009	MROH2A	53
DUSP7_5167	DUSP7	36
SNAP47_57830	SNAP47	38
LRRC6_33385	LRRC6	156
OXSM_41262	OXSM	35
TMEM200A_57237	TMEM200A	38
SMIM14_64951	SMIM14	69
IGSF3_8971	IGSF3	90
WTIP_59138	WTIP	31
METTL24_74708	METTL24	76
Non-Targeting Control_76453	Non-Targeting Control	182
MMP8_11604	MMP8	61
COX6B2_58984	COX6B2	85
CRELD2_49078	CRELD2	91
PXDN_20969	PXDN	52
SLC12A3_17622	SLC12A3	54
CCHCR1_40169	CCHCR1	104
ARRDC1_56322	ARRDC1	143
COL16A1_3656	COL16A1	91
FDCSP_67042	FDCSP	28
CD3E_2560	CD3E	65
TVP23C-CDRT4_76181	TVP23C-CDRT4	9
PGF_13804	PGF	36
HIST3H2A_56362	HIST3H2A	122
DFNA5_4725	DFNA5	84
TWF2_30831	TWF2	40
PCMTD1_57460	PCMTD1	21
SUSD3_65090	SUSD3	34
RPS26_16609	RPS26	8
KRTAP6-1_68633	KRTAP6-1	79
KIF17_45902	KIF17	24
ARHGEF25_57505	ARHGEF25	52
R3HDM2_31038	R3HDM2	4
TTC39C_58943	TTC39C	44
SIRPB2_67986	SIRPB2	64
UGT2B15_19967	UGT2B15	26
TMEM53_49473	TMEM53	39
SFRP1_17175	SFRP1	34
MFSD11_49036	MFSD11	3
MYL5_12077	MYL5	12
HIST1H2BC_21686	HIST1H2BC	46
SLC6A19_69077	SLC6A19	196
C1orf198_54369	C1orf198	70
ST18_25682	ST18	52
LOC100130370_75284	LOC100130370	32
USP17L3_74040	USP17L3	85
PTGS2_15367	PTGS2	54
TAF3_52547	TAF3	12
SOWAHB_69664	SOWAHB	98
ZFP30_30945	ZFP30	24
GPX5_7677	GPX5	60
MLPH_48888	MLPH	72
GBA2_46275	GBA2	33
USP40_42018	USP40	47
TBC1D22B_42874	TBC1D22B	34
FOXN1_21996	FOXN1	21
RAP1GDS1_15813	RAP1GDS1	47
PEAR1_70421	PEAR1	44
MAN2C1_11080	MAN2C1	48
IFNG_9266	IFNG	41
CD53_2719	CD53	31
ARHGAP6_1140	ARHGAP6	83
C5orf30_55433	C5orf30	45
CROCC_25646	CROCC	39
BCORL1_47038	BCORL1	56
PLEKHG3_34386	PLEKHG3	30
KANSL1L_62430	KANSL1L	127
TOR2A_36127	TOR2A	23
C19orf25_61982	C19orf25	20
Non-Targeting Control_76943	Non-Targeting Control	238
SCD5_50486	SCD5	19
C12orf79_66696	C12orf79	59
FOXS1_6428	FOXS1	171
OR1F1_13079	OR1F1	131
LAPTM4A_25811	LAPTM4A	64
GRB7_7692	GRB7	132
C12orf74_68815	C12orf74	109
RXRB_16687	RXRB	61
ARIH2OS_74088	ARIH2OS	86
SLC4A8_25014	SLC4A8	30
IDI2_55969	IDI2	43
MUC16_56635	MUC16	30
PPP1R10_14601	PPP1R10	12
ZNF280A_59659	ZNF280A	58
PRSS41_70228	PRSS41	109
FIBCD1_54513	FIBCD1	16
BCAR1_25232	BCAR1	19
GJA3_7147	GJA3	104
KRTAP5-5_72821	KRTAP5-5	30
ALS2CR12_59828	ALS2CR12	16
ISM1_61032	ISM1	168
LOC100996634_76268	LOC100996634	22
DGAT2_53933	DGAT2	28
EBLN1_69265	EBLN1	111
ANOS1_9930	ANOS1	49
PINLYP_71888	PINLYP	40
PDE4C_13524	PDE4C	88
AKAP13_30485	AKAP13	126
CARHSP1_33248	CARHSP1	185
KRT81_10406	KRT81	129
ANTXR2_58014	ANTXR2	203
CCDC158_69057	CCDC158	45
MYLK2_54844	MYLK2	32
RIMS1_31423	RIMS1	37
ZMYM3_24169	ZMYM3	27
MYLK4_69107	MYLK4	157
PRSS33_67035	PRSS33	50
PMS2_14286	PMS2	90
FLJ44635_72052	FLJ44635	76
Non-Targeting Control_77021	Non-Targeting Control	308
RAB44_72397	RAB44	46
H3F3C_72876	H3F3C	38
ENPP1_13618	ENPP1	69
MYCN_12004	MYCN	8
RAB8B_39458	RAB8B	54
CTH_4195	CTH	41
PAQR7_63746	PAQR7	62
AOAH_857	AOAH	60
GYLTL1B_58220	GYLTL1B	111
SLC16A6_23920	SLC16A6	51
OR2T35_72596	OR2T35	32
CXCL8_9453	CXCL8	94
TREX2_30503	TREX2	189
CDIP1_36924	CDIP1	198
MTURN_65950	MTURN	41
HFE_8304	HFE	69
UBE2R2_41017	UBE2R2	32
PNCK_60743	PNCK	147
AIF1_551	AIF1	36
PDP1_40417	PDP1	47
FBLN5_28338	FBLN5	27
ZNF699_70360	ZNF699	108
ATG9A_48836	ATG9A	50
RFX7_48213	RFX7	42
8-Sep_31973	8-Sep	36
KHDC1L_75186	KHDC1L	177
GDE1_39066	GDE1	43
C1GALT1C1L_74787	C1GALT1C1L	54
PHF3_32889	PHF3	7
CHFR_43222	CHFR	38
LAMP2_10503	LAMP2	91
NLGN4Y_30932	NLGN4Y	107
ATP1B1_1351	ATP1B1	39
PIGR_13949	PIGR	18
SRL_16955	SRL	38
ACOX2_21553	ACOX2	65
RABEP1_23980	RABEP1	38
C5orf34_70495	C5orf34	23
PF4V1_13706	PF4V1	24
GRM2_7791	GRM2	41
SLC44A3_59260	SLC44A3	9
FNIP2_45986	FNIP2	89
KLK13_34528	KLK13	30
DHDH_35957	DHDH	67
SCAMP3_26893	SCAMP3	69
TTC5_56043	TTC5	39
TANK_26723	TANK	70
DDR1_2168	DDR1	50
GRIPAP1_44437	GRIPAP1	29
C11orf94_61216	C11orf94	46
Non-Targeting Control_76830	Non-Targeting Control	217
GPRC5D_42570	GPRC5D	59
PDZD3_50150	PDZD3	86
TMED7-TICAM2_75741	TMED7-TICAM2	66
PLA2G7_21112	PLA2G7	59
FAM133A_68466	FAM133A	64
ARNT2_26419	ARNT2	35
C8orf74_65044	C8orf74	12
PTGER1_15327	PTGER1	92
PCDHA10_44021	PCDHA10	43
KRTAP25-1_75410	KRTAP25-1	62
SCGB1C1_61760	SCGB1C1	20
C15orf40_58598	C15orf40	52
MUC6_11924	MUC6	68
Non-Targeting Control_77080	Non-Targeting Control	129
PCCB_13389	PCCB	53
TSEN34_48797	TSEN34	64
FLNA_6454	FLNA	44
FAM180A_71420	FAM180A	15
RFX3_16071	RFX3	79
SAXO1_63147	SAXO1	25
CALHM1_66544	CALHM1	186
HERC1_23414	HERC1	147
GPR149_69627	GPR149	36
ANKRD18A_66331	ANKRD18A	86
MGST3_11471	MGST3	76
HDAC6_26731	HDAC6	30
USP17L13_75603	USP17L13	98
C19orf57_49074	C19orf57	7
HOXD8_8762	HOXD8	93
ECM1_5256	ECM1	68
GAGE12J_74902	GAGE12J	73
FOXN4_58427	FOXN4	49
GPN1_30756	GPN1	6
ADAM8_257	ADAM8	33
GUCA2A_7998	GUCA2A	148
CLEC1A_38299	CLEC1A	80
PDCD4_35886	PDCD4	50
CCDC153_67226	CCDC153	59
CKB_3280	CKB	56
SPERT_65560	SPERT	17
STEAP1_35313	STEAP1	25
WDFY1_45948	WDFY1	13
CYP1B1_4344	CYP1B1	43
C6orf226_73058	C6orf226	28
MAST3_31516	MAST3	35
CRYZ_3994	CRYZ	40
ACSM4_69320	ACSM4	139
WDR45_30286	WDR45	62
LAPTM4A_25809	LAPTM4A	28
CHRFAM7A_55146	CHRFAM7A	210
PPARD_14493	PPARD	98
PPM1M_60029	PPM1M	18
IQCF6_73034	IQCF6	26
CRTAC1_41626	CRTAC1	76
TMED1_29864	TMED1	72
POP7_27509	POP7	8
IGFL1_70388	IGFL1	17
TFDP3_38307	TFDP3	64
GC_6964	GC	9
SLC39A6_33743	SLC39A6	41
PITX3_14035	PITX3	70
SCAF8_30928	SCAF8	77
LAMTOR5_28435	LAMTOR5	52
NFX1_12572	NFX1	4
ARL6IP6_62451	ARL6IP6	14
PIK3IP1_57056	PIK3IP1	52
MFGE8_11409	MFGE8	33
EDDM3B_47513	EDDM3B	81
TNK2_27285	TNK2	55
4-Sep_14323	4-Sep	39
OR7C1_35241	OR7C1	18
CYP46A1_29342	CYP46A1	38
PEAK1_50091	PEAK1	169
FMO2_6489	FMO2	111
SPACA5B_74843	SPACA5B	53
FAM96A_53094	FAM96A	96
GLIPR1L2_61301	GLIPR1L2	33
PELI3_66226	PELI3	14
PCDH9_13409	PCDH9	25
MRC1_11736	MRC1	130
PTPRF_15483	PTPRF	46
FARP2_26198	FARP2	38
TBXAS1_18785	TBXAS1	44
ARPC5_26976	ARPC5	43
SMOC1_47349	SMOC1	80
PNP_12755	PNP	55
LOC403312_72630	LOC403312	133
ZNF93_52058	ZNF93	2
C6orf203_38244	C6orf203	17
ABHD16A_21086	ABHD16A	46
NHLRC4_67548	NHLRC4	27
DDX25_36538	DDX25	43
RSRP1_44874	RSRP1	121
ANGEL1_32559	ANGEL1	27
ALDH3B2_625	ALDH3B2	59
ERMARD_43354	ERMARD	33
ANKRD20A2_73120	ANKRD20A2	53
C17orf49_58872	C17orf49	15
TP53TG3_33641	TP53TG3	53
LOC400927-CSNK1E_76434	LOC400927-CSNK1E	117
FSCB_52862	FSCB	56
Non-Targeting Control_77051	Non-Targeting Control	230
SH2B3_26753	SH2B3	94
NID2_30847	NID2	68
GDF5_21393	GDF5	11
OR5T3_71650	OR5T3	68
CWC15_38893	CWC15	34
CNDP2_43236	CNDP2	53
ANLN_39939	ANLN	100
FLOT2_6468	FLOT2	51
MARK4_46386	MARK4	84
GRHL1_36654	GRHL1	60
TRIM49B_67208	TRIM49B	112
SPANXN4_73164	SPANXN4	193
MYOZ2_39483	MYOZ2	157
AMHR2_735	AMHR2	21
CDX2_2986	CDX2	39
F7_5964	F7	43
RNF121_42248	RNF121	138
USP18_30669	USP18	35
PPCS_49729	PPCS	162
RPS3_16492	RPS3	11
ABTB2_33877	ABTB2	38
PRR23D2_75477	PRR23D2	13
SPON2_28010	SPON2	113
EID2_63644	EID2	33
RNASE12_73405	RNASE12	93
ALB_592	ALB	24
GLIS3_64092	GLIS3	12
CARD8_31165	CARD8	127
MTMR11_29491	MTMR11	19
ZNF443_27420	ZNF443	63
ZNF34_51359	ZNF34	46
SYNPO_30840	SYNPO	22
RRAGB_27758	RRAGB	56
ZCWPW1_41452	ZCWPW1	50
C10orf107_65330	C10orf107	75
PLBD1_50263	PLBD1	35
ZNF69_20588	ZNF69	89
ZNF7_20467	ZNF7	41
NXPE1_58256	NXPE1	97
TEK_18973	TEK	53
SRMS_18194	SRMS	61
LRRTM4_50670	LRRTM4	50
TCP11_18903	TCP11	53
CRB2_68390	CRB2	58
SLC25A18_52437	SLC25A18	47
KLHDC1_58533	KLHDC1	166
CCER1_64429	CCER1	53
KHK_10151	KHK	26
SPTSSA_64301	SPTSSA	20
SKAP2_23452	SKAP2	51
FAM207A_54867	FAM207A	85
TPCN2_65444	TPCN2	49
C1orf110_68981	C1orf110	26
KLRF1_38572	KLRF1	56
MSRB3_66355	MSRB3	58
C20orf62_61009	C20orf62	15
FKBP11_38428	FKBP11	64
SPSB2_54121	SPSB2	57
ZNF655_48753	ZNF655	80
HIST1H2BG_21655	HIST1H2BG	33
KCTD20_66040	KCTD20	56
MATN4_22964	MATN4	28
COL6A1_3593	COL6A1	25
CHRNA3_3227	CHRNA3	30
LOC100129520_75215	LOC100129520	147
C9orf85_60571	C9orf85	88
PROSER1_50916	PROSER1	68
ZNF22_20518	ZNF22	53
CEP192_41645	CEP192	27
RPL22_16373	RPL22	9
TFF3_19054	TFF3	17
NSD1_47628	NSD1	10
TTLL4_25501	TTLL4	116
MOSPD1_44108	MOSPD1	146
TGIF2LY_55581	TGIF2LY	45
LDAH_46939	LDAH	89
CCDC110_66745	CCDC110	47
RHOBTB3_30948	RHOBTB3	56
NEU4_59739	NEU4	38
ACTR3_26992	ACTR3	60
FLOT2_6466	FLOT2	39
PPP6R1_31055	PPP6R1	28
ADAMTS9_44821	ADAMTS9	64
ZIM2_33330	ZIM2	36
Non-Targeting Control_77285	Non-Targeting Control	175
TEX37_64726	TEX37	96
TAF1D_48947	TAF1D	90
PRRT1_51454	PRRT1	23
UBXN2A_63835	UBXN2A	63
C11orf80_49685	C11orf80	67
PORCN_48142	PORCN	80
SOS1_17963	SOS1	19
FAXC_53799	FAXC	43
FXYD2_1364	FXYD2	121
DPCR1_60368	DPCR1	66
IFT172_34697	IFT172	20
KCNB1_9974	KCNB1	46
CDRT4_67601	CDRT4	70
PICK1_24905	PICK1	17
ZNF280C_42781	ZNF280C	48
OR6C75_71757	OR6C75	25
PARVB_36607	PARVB	77
NKIRAS1_36182	NKIRAS1	24
RAB35_29877	RAB35	14
OR4K15_51519	OR4K15	32
MARK1_11127	MARK1	217
HIST3H2A_56364	HIST3H2A	37
NFYA_12575	NFYA	19
C4BPB_1998	C4BPB	42
MAP7D1_43078	MAP7D1	180
ZKSCAN1_20554	ZKSCAN1	79
FILIP1_35677	FILIP1	46
CLMP_50063	CLMP	84
AQP10_55192	AQP10	14
NUDT8_66491	NUDT8	35
SLC25A6_820	SLC25A6	103
PPAT_14511	PPAT	133
KRT12_10350	KRT12	36
AFF2_6514	AFF2	90
PSMB8_15200	PSMB8	51
PSMB10_15209	PSMB10	60
ZNF558_61964	ZNF558	63
ERAP2_47486	ERAP2	14
LRRC61_48589	LRRC61	15
CTAGE1_47891	CTAGE1	18
DDX60L_55806	DDX60L	141
CA12_2135	CA12	32
GNE_26757	GNE	28
PTGES3L_76251	PTGES3L	40
CASC3_30844	CASC3	51
OR7C1_35242	OR7C1	67
OR4D10_71695	OR4D10	103
SYNGR4_33122	SYNGR4	194
JRK_22485	JRK	64
EHD1_29598	EHD1	27
FZD2_6689	FZD2	136
AHCYL2_32639	AHCYL2	36
PCDHB11_43965	PCDHB11	75
RPF1_50762	RPF1	65
GYPB_8038	GYPB	124
Non-Targeting Control_77030	Non-Targeting Control	94
GABARAPL2_30837	GABARAPL2	47
ANKRD13C_51727	ANKRD13C	98
CRYGN_62957	CRYGN	55
KCNK3_10089	KCNK3	73
ZNF614_50705	ZNF614	36
AKIP1_44364	AKIP1	26
CFAP43_50938	CFAP43	173
LRIG1_34358	LRIG1	27
SYPL1_18579	SYPL1	14
SLC25A25_57204	SLC25A25	5
OR9A4_59770	OR9A4	139
C17orf97_72214	C17orf97	33
TAF5L_35565	TAF5L	89
MAGT1_52803	MAGT1	39
AK8_63114	AK8	25
MAATS1_55199	MAATS1	52
KCNK1_10083	KCNK1	62
KLHL32_57209	KLHL32	24
ERAP1_39432	ERAP1	144
ADAM30_30077	ADAM30	32
ATF7_29856	ATF7	27
SYT5_18591	SYT5	29
RHOC_1113	RHOC	25
KLK13_34529	KLK13	57
CPLX1_29258	CPLX1	78
SIRT5_32723	SIRT5	43
SNRPB_17869	SNRPB	1
FAM71E1_56830	FAM71E1	41
KL_24615	KL	105
SPATA19_65447	SPATA19	81
Non-Targeting Control_76687	Non-Targeting Control	199
MRGPRX3_57935	MRGPRX3	36
MTX3_69710	MTX3	50
RFX6_66013	RFX6	45
COBL_32200	COBL	65
MED9_41535	MED9	65
GAPDHS_34989	GAPDHS	7
SSTR4_18296	SSTR4	117
STXBP3_18464	STXBP3	31
GABRA5_6753	GABRA5	61
Non-Targeting Control_77182	Non-Targeting Control	236
DDX41_38736	DDX41	20
PREP_14730	PREP	32
GOLGA8M_74398	GOLGA8M	20
GALR2_23056	GALR2	52
BSX_71728	BSX	92
APPBP2_28329	APPBP2	73
NUCB2_12930	NUCB2	83
WDR53_69971	WDR53	89
C6orf201_72668	C6orf201	32
CHRFAM7A_55145	CHRFAM7A	16
FAM208B_40963	FAM208B	64
OR7D4_58972	OR7D4	52
HAMP_46416	HAMP	67
CD1A_2531	CD1A	30
OR6N1_59534	OR6N1	67
AIP_23696	AIP	38
EFR3A_31937	EFR3A	98
ASB18_72333	ASB18	16
RAP1GAP2_31754	RAP1GAP2	52
SNX20_58745	SNX20	177
MROH6_73684	MROH6	13
ZNF787_59071	ZNF787	152
STXBP3_18463	STXBP3	22
RNF19B_59374	RNF19B	84
BPY2C_73292	BPY2C	39
ESYT3_52513	ESYT3	48
ZNF568_70380	ZNF568	106
TRPS1_19623	TRPS1	39
Non-Targeting Control_76895	Non-Targeting Control	175
EREG_5752	EREG	51
SLC26A7_57420	SLC26A7	119
SPTBN4_46362	SPTBN4	33
PODN_59357	PODN	24
TCTN3_34611	TCTN3	34
ZDHHC14_49624	ZDHHC14	70
PPP1R12A_12151	PPP1R12A	9
CSNK1E_4073	CSNK1E	33
VWCE_65523	VWCE	160
TGFBR1_19102	TGFBR1	39
PRKG1_14875	PRKG1	13
TMEM14C_38934	TMEM14C	30
GAB3_60738	GAB3	62
KBTBD4_43107	KBTBD4	92
ADGRG6_45286	ADGRG6	65
CEP63_51001	CEP63	28
TMEM139_60386	TMEM139	189
CPNE2_65719	CPNE2	108
RBM48_52802	RBM48	35
USP18_30667	USP18	64
CECR5_36145	CECR5	70
PDE6A_13529	PDE6A	27
OR4L1_58522	OR4L1	142
RSAD2_55878	RSAD2	35
CACNA2D3_43418	CACNA2D3	81
HOXC6_8723	HOXC6	52
HNRNPCL3_74212	HNRNPCL3	24
IFNA6_9220	IFNA6	82
SRGAP3_26361	SRGAP3	37
NOXRED1_58553	NOXRED1	14
C12orf40_67383	C12orf40	35
SCARF1_22387	SCARF1	30
ENPP3_13628	ENPP3	59
ENAH_43207	ENAH	76
SNX8_36697	SNX8	26
SLITRK1_57226	SLITRK1	112
DRGX_73915	DRGX	124
MFAP3_11401	MFAP3	80
EHD2_37140	EHD2	37
GPX5_7679	GPX5	18
RALYL_60543	RALYL	27
DNMBP_32289	DNMBP	12
EIF2AK4_72909	EIF2AK4	56
FZD8_21608	FZD8	114
PSMC3IP_36718	PSMC3IP	32
MEIS2_11339	MEIS2	19
IGSF3_8972	IGSF3	64
UCMA_65667	UCMA	73
C1orf168_64610	C1orf168	149
GDPD2_40789	GDPD2	27
HSBP1L1_72937	HSBP1L1	26
GLYATL2_65488	GLYATL2	36
ELF2_5508	ELF2	83
MESDC2_31996	MESDC2	36
DUSP3_5149	DUSP3	85
TDG_18931	TDG	7
CCDC88C_72903	CCDC88C	31
RGS10_16110	RGS10	42
GFAP_7060	GFAP	27
MACROD2_60952	MACROD2	187
Non-Targeting Control_77229	Non-Targeting Control	224
FAM177A1_67444	FAM177A1	46
CDX2_2987	CDX2	5
FBXL8_42372	FBXL8	103
RAB12_64895	RAB12	30
MPDU1_25108	MPDU1	29
FHL3_6340	FHL3	18
ZNF529_46305	ZNF529	26
AASS_27193	AASS	23
PRAMEF4_72254	PRAMEF4	132
FRY_27099	FRY	56
PKD1L1_64020	PKD1L1	53
SFT2D1_56994	SFT2D1	103
Non-Targeting Control_77318	Non-Targeting Control	86
ARSE_1212	ARSE	50
DOCK11_60765	DOCK11	85
ZMAT2_62790	ZMAT2	86
FAM109A_61371	FAM109A	55
XCR1_7506	XCR1	47
PRDM1_1735	PRDM1	21
CLEC1A_38300	CLEC1A	40
TAF10_18665	TAF10	22
NDUFA5_12282	NDUFA5	123
ZNF558_61962	ZNF558	91
NXPH4_30585	NXPH4	43
MAP7D1_43076	MAP7D1	141
CYB5B_51356	CYB5B	38
RELA_15996	RELA	40
SLC11A2_12830	SLC11A2	35
TFF3_19053	TFF3	79
APOA4_949	APOA4	13
TPRN_68422	TPRN	28
PXDN_20972	PXDN	127
FAM129B_48183	FAM129B	27
EBNA1BP2_29710	EBNA1BP2	17
EIF4G3_22639	EIF4G3	60
EFHB_62545	EFHB	70
CCDC173_59755	CCDC173	19
ACSM5_41239	ACSM5	64
RASA4B_75569	RASA4B	24
SSH1_39914	SSH1	44
GLTSCR1_37016	GLTSCR1	183
C9orf173_73136	C9orf173	40
PDS5B_31573	PDS5B	12
KLHL38_69154	KLHL38	94
POLG_14353	POLG	32
ACOT1_73652	ACOT1	44
PRLH_37629	PRLH	72
KDM7A_51442	KDM7A	105
ROBO3_47551	ROBO3	19
ZNF671_50275	ZNF671	44
ATF5_30891	ATF5	57
OTOP3_69887	OTOP3	56
HMG20A_27856	HMG20A	48
TMED8_67423	TMED8	45
SERPINB11_55101	SERPINB11	79
CYHR1_37285	CYHR1	85
LARP4_56980	LARP4	29
ZFP92_60748	ZFP92	179
MLF1_11523	MLF1	29
LHFPL3_70526	LHFPL3	54
POLR3D_1817	POLR3D	18
SPPL2B_44611	SPPL2B	72
POU4F3_14469	POU4F3	130
CRP_3917	CRP	48
CLINT1_25606	CLINT1	31
OR1S1_65472	OR1S1	5
CALY_37292	CALY	113
BHLHA15_64029	BHLHA15	217
PANO1_76339	PANO1	19
ZXDB_63204	ZXDB	102
PDLIM5_28664	PDLIM5	48
KLK1_10211	KLK1	48
CAPN13_56184	CAPN13	38
SLC7A3_54378	SLC7A3	105
SATL1_69219	SATL1	60
MYLPF_36724	MYLPF	27
PLIN5_72941	PLIN5	47
SPATS2L_34333	SPATS2L	47
COL4A5_3577	COL4A5	25
ECI2_28136	ECI2	89
TBKBP1_25867	TBKBP1	19
RAB8A_11360	RAB8A	59
KCNB2_24448	KCNB2	99
GAGE10_76421	GAGE10	27
CD300C_29382	CD300C	113
GP1BA_7442	GP1BA	84
ENTHD1_62310	ENTHD1	105
METTL16_48841	METTL16	4
ONECUT1_8563	ONECUT1	60
ZNF2_20454	ZNF2	19
TADA1_57881	TADA1	72
TRABD2B_71123	TRABD2B	37
MTRNR2L10_75808	MTRNR2L10	38
LMF2_55783	LMF2	8
GCHFR_6982	GCHFR	15
MOCOS_41383	MOCOS	26
CDK5RAP1_39234	CDK5RAP1	19
KLHDC9_59240	KLHDC9	15
AP3S2_27474	AP3S2	13
DGCR6L_54823	DGCR6L	50
DLG4_4816	DLG4	6
KAT2A_7000	KAT2A	20
CCSAP_59215	CCSAP	66
LPAR6_27212	LPAR6	24
ZBTB18_28199	ZBTB18	46
ZBTB33_26720	ZBTB33	91
APOL2_33572	APOL2	29
IFNA8_9225	IFNA8	46
LOC100505549_75826	LOC100505549	97
THSD4_50227	THSD4	69
KIAA1147_45250	KIAA1147	130
DTX2_57074	DTX2	145
PAN3_66686	PAN3	100
HCRTR1_8252	HCRTR1	12
CCDC64_56272	CCDC64	18
IL1RAPL1_30244	IL1RAPL1	71
LCE3B_70093	LCE3B	121
TCEAL1_24529	TCEAL1	121
FNBP4_32571	FNBP4	75
JMY_60195	JMY	105
HNRNPAB_8583	HNRNPAB	37
PREX2_50995	PREX2	61
VAMP4_22645	VAMP4	52
WDYHV1_41544	WDYHV1	45
GNA15_7303	GNA15	99
FAM43B_63740	FAM43B	73
LAMC2_10500	LAMC2	76
CA2_2100	CA2	85
ERICH6_59988	ERICH6	46
FBXL21_34770	FBXL21	59
MMP26_44277	MMP26	11
CTNNB1_4214	CTNNB1	22
SMARCB1_17756	SMARCB1	5
TCP11X2_76273	TCP11X2	81
TRIM13_27350	TRIM13	15
OGN_13023	OGN	46
ILDR1_68482	ILDR1	31
TNFRSF10B_22999	TNFRSF10B	180
LPP_10774	LPP	16
TMEM221_75294	TMEM221	224
SEC63_30542	SEC63	18
SPPL3_58431	SPPL3	64
TMEM176A_42468	TMEM176A	89
IZUMO1R_71719	IZUMO1R	149
GGNBP2_50286	GGNBP2	24
ANG_784	ANG	32
NXPH2_30593	NXPH2	47
CHRNA5_3235	CHRNA5	144
MAP1LC3A_53804	MAP1LC3A	23
NPSR1_70736	NPSR1	77
SIVA1_28533	SIVA1	18
CRIM1_38197	CRIM1	46
CHN1_3187	CHN1	57
ZNF598_55647	ZNF598	26
C4A_1987	C4A	12
ZNF799_55537	ZNF799	32
HIBCH_34916	HIBCH	15
LOC388813_71197	LOC388813	108
ANKAR_62387	ANKAR	25
OR5K3_72616	OR5K3	47
ZFP69B_48464	ZFP69B	78
NBPF4_62045	NBPF4	8
PHYKPL_54714	PHYKPL	55
PKHD1L1_56419	PKHD1L1	40
NT5C3B_57408	NT5C3B	25
GPC2_65911	GPC2	101
Non-Targeting Control_77397	Non-Targeting Control	270
ISL2_48147	ISL2	72
C17orf75_47475	C17orf75	40
RASSF2_25914	RASSF2	50
ADAMTS4_25037	ADAMTS4	51
VAX1_29883	VAX1	44
PRY2_73283	PRY2	65
