sgRNA	Gene	Clip2_7_E8_control_BC22_IGO_09496_14_S14
LYL1_10897	LYL1	36
Non-Targeting Control_76678	Non-Targeting Control	299
PRPF31_34606	PRPF31	29
ZBED8_47138	ZBED8	34
ZSWIM3_61001	ZSWIM3	24
CD47_2710	CD47	112
BNC2_40583	BNC2	40
KRTAP4-11_74267	KRTAP4-11	167
MVB12A_56495	MVB12A	67
ZNF385A_34169	ZNF385A	36
Non-Targeting Control_77064	Non-Targeting Control	173
KCNH8_59909	KCNH8	25
C9orf47_68402	C9orf47	93
SPANXN1_73420	SPANXN1	43
DYNLT1_18927	DYNLT1	130
RNF139_30558	RNF139	33
WISP3_23156	WISP3	82
BBS1_1600	BBS1	18
BARX1_43852	BARX1	121
KPNA4_10284	KPNA4	16
CAMLG_2271	CAMLG	10
ZNF750_49862	ZNF750	124
LAMB1_10477	LAMB1	41
FOXS1_6425	FOXS1	82
RASA2_15861	RASA2	47
TMED4_65948	TMED4	39
CDRT15_61668	CDRT15	92
MORC1_35665	MORC1	4
MTRNR2L10_75809	MTRNR2L10	33
PPM1H_45510	PPM1H	21
AHSA2_59882	AHSA2	52
KIAA0430_25534	KIAA0430	110
NRROS_70490	NRROS	137
SMYD3_47953	SMYD3	77
PTGES3L_76251	PTGES3L	28
PDLIM4_22363	PDLIM4	24
Non-Targeting Control_77398	Non-Targeting Control	281
CSF3_4030	CSF3	11
ADTRP_54252	ADTRP	7
ALDH8A1_47827	ALDH8A1	37
TAAR9_60312	TAAR9	118
SLC16A1_17646	SLC16A1	49
WDR90_64519	WDR90	34
KNCN_62095	KNCN	22
GLOD5_72045	GLOD5	97
RAD18_44444	RAD18	8
Non-Targeting Control_76740	Non-Targeting Control	95
THAP3_55408	THAP3	107
BHLHE22_36015	BHLHE22	81
ERLEC1_35878	ERLEC1	94
PPM1M_60029	PPM1M	8
GSK3B_7856	GSK3B	100
ACBD5_55854	ACBD5	96
FAIM3_24206	FAIM3	92
PRKCZ_14868	PRKCZ	86
SSX7_67116	SSX7	62
OR5M3_65285	OR5M3	96
SOCS5_25508	SOCS5	43
Non-Targeting Control_76537	Non-Targeting Control	235
RSAD1_42295	RSAD1	105
POU4F3_14469	POU4F3	114
METTL2A_68864	METTL2A	221
CACNG3_27867	CACNG3	12
ATIC_1312	ATIC	13
TFF3_19053	TFF3	24
PGM2L1_67253	PGM2L1	98
DEDD_24143	DEDD	73
BCL6B_66675	BCL6B	62
PAX3_13331	PAX3	43
TMEM231_49321	TMEM231	46
SH2D3A_26814	SH2D3A	79
RPL32_16420	RPL32	20
RASGEF1B_62738	RASGEF1B	45
FNDC4_48134	FNDC4	89
CLDN16_28912	CLDN16	32
OR8G2_35046	OR8G2	24
ZHX2_31104	ZHX2	55
ZNF44_39352	ZNF44	72
KRTAP5-9_10302	KRTAP5-9	77
COMMD3-BMI1_76144	COMMD3-BMI1	63
LOC101927844_76355	LOC101927844	34
Non-Targeting Control_77349	Non-Targeting Control	226
Non-Targeting Control_77414	Non-Targeting Control	229
ZNF497_63582	ZNF497	37
AK9_65735	AK9	70
ACOT2_29701	ACOT2	59
EFNA5_5350	EFNA5	37
SDC3_25563	SDC3	105
Non-Targeting Control_77289	Non-Targeting Control	367
STARD3NL_52677	STARD3NL	127
FZD8_21607	FZD8	69
CDKN2C_2946	CDKN2C	57
ZNF257_57072	ZNF257	84
SIN3A_34156	SIN3A	12
GGA3_31920	GGA3	9
HIST1H2AA_65846	HIST1H2AA	90
HEMGN_42462	HEMGN	74
NTNG2_53876	NTNG2	109
Non-Targeting Control_76514	Non-Targeting Control	330
KLHL12_46807	KLHL12	43
GOPC_45039	GOPC	24
ZNF616_55398	ZNF616	81
SCN1B_16878	SCN1B	24
C1orf112_43182	C1orf112	70
CLIC4_34126	CLIC4	52
ASPN_40695	ASPN	110
LOC100134391_75490	LOC100134391	92
VGLL2_66111	VGLL2	22
KIAA1217_44131	KIAA1217	30
HPR_8807	HPR	10
MYO6_12116	MYO6	42
NEBL_28390	NEBL	46
TSPAN32_26925	TSPAN32	41
GLRB_7249	GLRB	88
TMEM231_49319	TMEM231	86
RPH3A_31149	RPH3A	54
GSC_61394	GSC	76
UGT2B7_19958	UGT2B7	112
IRF9_27886	IRF9	31
HMCN1_52564	HMCN1	32
ANXA11_852	ANXA11	49
GCAT_32874	GCAT	18
KIR2DS4_10191	KIR2DS4	79
OR2J3_73238	OR2J3	111
LUZP6_75088	LUZP6	164
NOG_24280	NOG	79
OSGIN2_2033	OSGIN2	75
RAB4A_15660	RAB4A	68
TF_18998	TF	23
SNX6_46696	SNX6	49
PCDHGB1_43904	PCDHGB1	107
ANOS1_9930	ANOS1	64
VILL_37416	VILL	49
DDIT4_40192	DDIT4	119
SOX9_17992	SOX9	63
VPS4B_25102	VPS4B	103
MYOM3_59333	MYOM3	261
OR5L1_65252	OR5L1	92
ATP2B2_1384	ATP2B2	60
LMX1A_10731	LMX1A	53
CTCFL_60904	CTCFL	37
BHLHE40_22300	BHLHE40	207
FABP1_6001	FABP1	67
LURAP1L_68435	LURAP1L	106
PLAUR_14105	PLAUR	76
PRSS16_27609	PRSS16	138
MAL2_57136	MAL2	90
CDC42EP4_33212	CDC42EP4	82
DMBX1_59339	DMBX1	84
MICU2_65710	MICU2	122
WDR48_45980	WDR48	47
CASC10_72123	CASC10	21
ELANE_5480	ELANE	25
NYNRIN_45719	NYNRIN	56
OCLM_29464	OCLM	39
EIF4EBP1_5452	EIF4EBP1	14
CCDC85A_57235	CCDC85A	43
ABHD3_64313	ABHD3	56
ZNF850_69431	ZNF850	128
SDHD_17097	SDHD	22
ACSM2B_69922	ACSM2B	5
ADGRF5_65773	ADGRF5	71
SPOCK2_26034	SPOCK2	32
IDNK_72780	IDNK	7
HDAC4_25880	HDAC4	44
UBE2B_19836	UBE2B	138
CXorf65_63235	CXorf65	46
CCDC36_69036	CCDC36	20
ALS2CR12_59828	ALS2CR12	41
SLC38A9_62747	SLC38A9	19
PADI1_36854	PADI1	22
LDOC1L_53209	LDOC1L	125
Non-Targeting Control_77356	Non-Targeting Control	413
LAMB3_10486	LAMB3	56
CD160_30193	CD160	82
FAM208B_40966	FAM208B	52
CKMT2_3303	CKMT2	19
PIWIL4_61225	PIWIL4	17
SP5_71249	SP5	102
MYBPH_11991	MYBPH	114
NAALADL2_66511	NAALADL2	59
Non-Targeting Control_76535	Non-Targeting Control	269
ANKRD36B_46357	ANKRD36B	230
CD96_27421	CD96	15
FOSL1_21234	FOSL1	63
PLSCR3_44894	PLSCR3	76
Non-Targeting Control_77202	Non-Targeting Control	179
Non-Targeting Control_77193	Non-Targeting Control	290
Non-Targeting Control_76510	Non-Targeting Control	300
CARD8_31165	CARD8	54
LRGUK_60439	LRGUK	95
FANCM_46253	FANCM	64
RPH3AL_25025	RPH3AL	21
COL14A1_19992	COL14A1	7
TMEM62_50624	TMEM62	102
ZNF253_44129	ZNF253	38
LGALS1_10590	LGALS1	58
SGCD_17245	SGCD	63
PTGFRN_15346	PTGFRN	35
ZSCAN25_65879	ZSCAN25	83
ASPH_1277	ASPH	68
OR51F1_66818	OR51F1	115
ZMAT4_49674	ZMAT4	31
FERMT1_42794	FERMT1	58
GK_7178	GK	57
THG1L_41191	THG1L	112
ATP6V0E2_62971	ATP6V0E2	23
ODF1_13001	ODF1	65
CD40LG_2702	CD40LG	40
ROPN1L_52523	ROPN1L	52
SLC22A5_17715	SLC22A5	83
LMX1B_10735	LMX1B	76
LNX1_54094	LNX1	56
NEU3_29274	NEU3	153
Non-Targeting Control_76874	Non-Targeting Control	141
SLC35E2B_74760	SLC35E2B	15
NRG4_61511	NRG4	32
SNTB1_17913	SNTB1	98
SLC26A4_13636	SLC26A4	25
KCNMA1_10096	KCNMA1	75
PDZD4_45968	PDZD4	61
Non-Targeting Control_77369	Non-Targeting Control	321
PPARG_14499	PPARG	44
KLRD1_10238	KLRD1	73
DOK4_43123	DOK4	42
SOAT1_17929	SOAT1	45
Non-Targeting Control_76905	Non-Targeting Control	168
ZMYND11_29121	ZMYND11	93
TLR7_38355	TLR7	36
PLK2_29116	PLK2	51
OLIG1_57770	OLIG1	50
PDCD6IP_26739	PDCD6IP	102
IFNA6_9217	IFNA6	46
SLC7A14_46296	SLC7A14	183
ATP8A1_27947	ATP8A1	20
Non-Targeting Control_76767	Non-Targeting Control	326
DEFB127_61023	DEFB127	68
C16orf70_51016	C16orf70	105
EP300_5616	EP300	35
Non-Targeting Control_76699	Non-Targeting Control	327
TTLL3_34644	TTLL3	38
PVRIG_48781	PVRIG	146
KBTBD3_61236	KBTBD3	72
KCNQ2_10122	KCNQ2	141
EAPP_43534	EAPP	17
Non-Targeting Control_77043	Non-Targeting Control	279
C10orf128_64135	C10orf128	18
OTC_13135	OTC	52
SOX12_18008	SOX12	193
GADD45A_4618	GADD45A	48
Non-Targeting Control_76527	Non-Targeting Control	358
KCNH4_32754	KCNH4	58
MERTK_28159	MERTK	137
C9orf92_75207	C9orf92	37
OR52E8_71601	OR52E8	40
VWA1_48188	VWA1	166
SRM_18192	SRM	59
Non-Targeting Control_76886	Non-Targeting Control	243
STK32C_67169	STK32C	10
C11orf94_61213	C11orf94	72
TFCP2L1_36656	TFCP2L1	81
LARGE_24212	LARGE	21
AASS_27195	AASS	60
QPCTL_40647	QPCTL	24
TDP1_43332	TDP1	58
TASP1_42813	TASP1	40
PRTG_67457	PRTG	90
HIST1H2AG_23491	HIST1H2AG	84
ANKRD52_67330	ANKRD52	62
SHH_17314	SHH	62
ZNF766_55402	ZNF766	29
YIPF6_68457	YIPF6	149
SLC2A4RG_44402	SLC2A4RG	85
FAS_1008	FAS	49
SLC27A6_36235	SLC27A6	60
CCDC50_62630	CCDC50	62
OR52E8_71602	OR52E8	17
PCSK1_13455	PCSK1	29
UBE4A_24577	UBE4A	62
RCCD1_55844	RCCD1	13
SEMA5A_23653	SEMA5A	50
OR51L1_58165	OR51L1	54
PLA2G2A_14075	PLA2G2A	45
Non-Targeting Control_76793	Non-Targeting Control	179
TCEAL7_44431	TCEAL7	162
MAGEB16_60730	MAGEB16	110
PGA4_73855	PGA4	38
CHEK2_30460	CHEK2	83
PCCB_13392	PCCB	51
CTNS_4211	CTNS	33
MYLK_12088	MYLK	28
PKIA_14790	PKIA	62
EML6_72313	EML6	23
PBDC1_38282	PBDC1	34
GRWD1_52462	GRWD1	15
COL5A1_3586	COL5A1	27
IRGQ_59100	IRGQ	111
SYTL5_56715	SYTL5	86
PAEP_13244	PAEP	31
ALOX12_664	ALOX12	174
B3GALNT1_22739	B3GALNT1	93
MAB21L2_28584	MAB21L2	42
DAAM1_31434	DAAM1	28
CES4A_67510	CES4A	23
TNNT1_19406	TNNT1	28
C2orf74_69027	C2orf74	128
SH3D19_62670	SH3D19	34
DHDDS_50431	DHDDS	26
NANOS1_69252	NANOS1	77
MUC5B_74506	MUC5B	126
RSAD1_42296	RSAD1	202
MIER3_63930	MIER3	81
LHCGR_10627	LHCGR	127
SPZ1_53946	SPZ1	108
STS_1202	STS	78
FAM102B_67929	FAM102B	40
PDE6H_13547	PDE6H	68
GCLC_7199	GCLC	62
Non-Targeting Control_77232	Non-Targeting Control	285
TSPAN7_19297	TSPAN7	63
GSAP_39776	GSAP	62
FKTN_6176	FKTN	25
AP1AR_42512	AP1AR	39
CFAP57_62174	CFAP57	51
VRTN_42038	VRTN	32
NDUFAF1_37811	NDUFAF1	14
EPHA10_67953	EPHA10	65
HRASLS_45010	HRASLS	19
PIR_22271	PIR	137
TMEM252_64081	TMEM252	58
ALDH1A3_617	ALDH1A3	62
MAL2_57135	MAL2	19
RNF5_16211	RNF5	52
C11orf24_39660	C11orf24	166
MAPK10_14913	MAPK10	63
TMEM101_53530	TMEM101	26
CA7_2117	CA7	57
ZNF330_36000	ZNF330	117
HNF4G_8560	HNF4G	62
TCTEX1D1_64654	TCTEX1D1	44
IL23R_62138	IL23R	74
BEND6_65758	BEND6	103
JAKMIP2_26126	JAKMIP2	43
NUDT15_42146	NUDT15	119
CENPE_3037	CENPE	9
GAGE10_76419	GAGE10	95
TP53I11_25146	TP53I11	56
PLXNB2_33428	PLXNB2	90
AKAP4_23197	AKAP4	49
Non-Targeting Control_76575	Non-Targeting Control	197
ACOT11_34380	ACOT11	106
PRM3_46692	PRM3	95
FUOM_67162	FUOM	55
ATG14_31034	ATG14	28
GNPTG_53824	GNPTG	44
TSPEAR_39755	TSPEAR	62
UBXN6_51226	UBXN6	40
FHL3_6338	FHL3	54
RAI2_29039	RAI2	154
Non-Targeting Control_76859	Non-Targeting Control	208
TRAF2_19559	TRAF2	28
CD63_2729	CD63	66
MKRN1_33305	MKRN1	209
PAGE4_25033	PAGE4	161
KEAP1_26071	KEAP1	81
RDH8_37320	RDH8	67
IHH_9364	IHH	96
CYP46A1_29341	CYP46A1	57
PAGE1_22760	PAGE1	113
IFT22_48075	IFT22	56
NPC1_12770	NPC1	43
BMPER_64036	BMPER	55
OR10A5_61272	OR10A5	9
OGFR_29966	OGFR	46
BPTF_6064	BPTF	37
ATP13A4_53187	ATP13A4	36
KIAA0040_25571	KIAA0040	197
PRKCB_14824	PRKCB	28
Non-Targeting Control_76958	Non-Targeting Control	328
KCNJ1_10025	KCNJ1	21
UBR3_59820	UBR3	61
SPRN_73470	SPRN	209
EPPIN-WFDC6_76037	EPPIN-WFDC6	64
STON1-GTF2A1L_68485	STON1-GTF2A1L	29
TCEAL5_69208	TCEAL5	28
FXYD6-FXYD2_76166	FXYD6-FXYD2	41
ZBTB48_8374	ZBTB48	127
PRODH2_46635	PRODH2	166
SPANXN2_73424	SPANXN2	160
Non-Targeting Control_77271	Non-Targeting Control	114
MEIS1_11336	MEIS1	71
OR6C70_71765	OR6C70	82
ARTN_23692	ARTN	50
GPD1L_31952	GPD1L	39
MYD88_12007	MYD88	125
SLC22A23_47033	SLC22A23	44
ASTN1_1288	ASTN1	75
FBXL13_65980	FBXL13	24
MAGEB5_69849	MAGEB5	207
DNAH9_4894	DNAH9	111
PRR34_42133	PRR34	68
AMER1_60685	AMER1	31
ETV1_5845	ETV1	76
PLIN1_14171	PLIN1	67
KIR3DL3_57526	KIR3DL3	36
TMSB15B_68475	TMSB15B	111
USF1_20045	USF1	182
C11orf58_29619	C11orf58	41
STARD9_45706	STARD9	46
ZCCHC18_73922	ZCCHC18	29
KIAA0141_26050	KIAA0141	145
TMEM129_56198	TMEM129	68
AGR3_62996	AGR3	54
PTPN9_15437	PTPN9	52
PDE9A_13557	PDE9A	58
MFF_44674	MFF	39
C15orf52_70928	C15orf52	12
ACAD8_35443	ACAD8	32
ZXDA_20916	ZXDA	124
KCNQ1_10120	KCNQ1	121
Non-Targeting Control_76500	Non-Targeting Control	237
SNX6_46697	SNX6	34
Non-Targeting Control_76804	Non-Targeting Control	158
PKNOX2_47061	PKNOX2	62
PRRT4_72426	PRRT4	76
SHISA5_38230	SHISA5	53
SERPINA3_20	SERPINA3	31
LRRC32_6880	LRRC32	81
ARMCX5-GPRASP2_76092	ARMCX5-GPRASP2	80
NPFFR2_29432	NPFFR2	90
LTF_10862	LTF	86
MRPS14_47170	MRPS14	88
Non-Targeting Control_76560	Non-Targeting Control	228
SRCIN1_51255	SRCIN1	75
TMEM74B_42314	TMEM74B	54
ABHD4_47053	ABHD4	47
ZNF700_55548	ZNF700	35
SMTNL1_65306	SMTNL1	10
BPIFB3_70196	BPIFB3	143
ELF5_5520	ELF5	38
OR8B12_65401	OR8B12	31
RNASEH2C_53007	RNASEH2C	83
GNG2_39849	GNG2	28
GUCY1B3_8009	GUCY1B3	114
PENK_13660	PENK	48
RELA_15996	RELA	38
SYNM_32502	SYNM	23
ALKBH1_23184	ALKBH1	59
SSX1_18302	SSX1	78
RFX6_66014	RFX6	52
CDC6_2797	CDC6	4
Non-Targeting Control_77114	Non-Targeting Control	196
DNAH11_22720	DNAH11	55
Non-Targeting Control_76521	Non-Targeting Control	296
FOXK1_65922	FOXK1	30
PRR20C_74860	PRR20C	29
RNF2_16198	RNF2	83
GADD45G_29519	GADD45G	100
SPEM1_70323	SPEM1	166
PRSS21_29614	PRSS21	117
RXRG_16690	RXRG	6
TTC9C_67278	TTC9C	95
OR1N2_60639	OR1N2	49
Non-Targeting Control_77310	Non-Targeting Control	236
SLC17A4_26835	SLC17A4	106
CCRL2_23651	CCRL2	21
DYRK1B_24030	DYRK1B	131
TFAP4_19018	TFAP4	25
DPPA2_62565	DPPA2	34
GBX2_6960	GBX2	65
CXCR3_7524	CXCR3	62
TRAF3_19562	TRAF3	88
Non-Targeting Control_76712	Non-Targeting Control	109
SPATA32_58813	SPATA32	51
OR52E2_58158	OR52E2	54
MAPRE2_29752	MAPRE2	126
AHNAK_48750	AHNAK	22
WDR63_59235	WDR63	27
RANBP1_15791	RANBP1	47
CYB561D1_67938	CYB561D1	101
CBLB_2430	CBLB	51
LONRF1_55963	LONRF1	211
ACKR2_3470	ACKR2	169
NCSTN_32652	NCSTN	23
FOXD4L1_64704	FOXD4L1	108
ASB15_61110	ASB15	79
ATP6V1G3_59308	ATP6V1G3	70
CT47A11_66597	CT47A11	20
CSF2RA_4024	CSF2RA	17
MAPKBP1_31436	MAPKBP1	80
SCAF11_24079	SCAF11	53
3-Mar_57424	3-Mar	31
TBC1D29_34519	TBC1D29	34
PPM1B_14549	PPM1B	78
KRT71_56859	KRT71	66
FAM71E1_56832	FAM71E1	129
Non-Targeting Control_76451	Non-Targeting Control	317
UQCRH_20036	UQCRH	196
ACTC1_189	ACTC1	33
ISOC1_37539	ISOC1	113
OR6T1_65421	OR6T1	51
DCLK1_24161	DCLK1	82
MEX3C_38496	MEX3C	156
NT5DC3_39027	NT5DC3	42
RAP2C_46447	RAP2C	118
NYNRIN_45721	NYNRIN	145
CCL23_17029	CCL23	86
PLXNA3_42660	PLXNA3	106
RAP2A_15819	RAP2A	45
ARHGAP30_66861	ARHGAP30	34
HOXC9_8730	HOXC9	78
POF1B_50527	POF1B	126
OR4K2_71773	OR4K2	90
PKD1L3_69396	PKD1L3	54
UBALD2_67575	UBALD2	26
FHL3_6339	FHL3	131
TP53INP2_46530	TP53INP2	102
SPINK6_72657	SPINK6	144
LANCL1_27722	LANCL1	14
Non-Targeting Control_77302	Non-Targeting Control	232
RIMS2_25659	RIMS2	15
CSMD3_57199	CSMD3	75
PRAMEF4_72255	PRAMEF4	145
Non-Targeting Control_77130	Non-Targeting Control	226
TEX11_44076	TEX11	112
STKLD1_64071	STKLD1	93
CNTRL_30000	CNTRL	37
OR2B6_34759	OR2B6	9
TPK1_35398	TPK1	123
FLI1_6441	FLI1	10
B3GAT1_35537	B3GAT1	76
PSG5_15117	PSG5	169
SLC16A2_17652	SLC16A2	126
GSTM1_7891	GSTM1	199
SETDB1_26251	SETDB1	17
NGB_46492	NGB	78
PIPOX_38303	PIPOX	11
KCNE2_26670	KCNE2	33
SPRYD7_45289	SPRYD7	45
ADRA1A_407	ADRA1A	20
LCE1B_70060	LCE1B	57
POLI_30464	POLI	98
NRG1_8325	NRG1	14
TOMM6_75544	TOMM6	34
NEK1_12442	NEK1	45
DSP_5103	DSP	60
TENM1_27263	TENM1	71
WNT16_38660	WNT16	69
Non-Targeting Control_77383	Non-Targeting Control	78
MILR1_67597	MILR1	102
TMC3_69369	TMC3	91
ZNF781_63640	ZNF781	75
Non-Targeting Control_77197	Non-Targeting Control	448
RNF144A_25956	RNF144A	22
CASP9_2363	CASP9	44
ZMYND19_57696	ZMYND19	75
Non-Targeting Control_77297	Non-Targeting Control	304
Non-Targeting Control_76985	Non-Targeting Control	244
SYP_18573	SYP	202
IQCF1_60021	IQCF1	130
MED14OS_76248	MED14OS	103
DNAAF3_70030	DNAAF3	89
TRMT2B_50511	TRMT2B	70
PDPR_41463	PDPR	48
BLCAP_29495	BLCAP	178
ENTHD1_62311	ENTHD1	46
FOXN2_9002	FOXN2	60
ITGA8_22167	ITGA8	94
JCHAIN_9348	JCHAIN	82
Non-Targeting Control_76754	Non-Targeting Control	386
Non-Targeting Control_77281	Non-Targeting Control	284
TIAM1_19193	TIAM1	91
KRTAP19-2_68647	KRTAP19-2	116
RAB6B_39033	RAB6B	80
CUL3_21979	CUL3	77
PPAPDC1B_53706	PPAPDC1B	26
FAM104B_55610	FAM104B	45
KRTAP22-2_75660	KRTAP22-2	84
BST2_1897	BST2	69
KIAA1456_45992	KIAA1456	32
HLA-B_8382	HLA-B	71
NR1H2_20004	NR1H2	190
DNMT3L_36868	DNMT3L	28
C2CD4D_75553	C2CD4D	69
Non-Targeting Control_76869	Non-Targeting Control	197
NUP62CL_40701	NUP62CL	62
HNRNPD_8590	HNRNPD	15
GFRA1_7076	GFRA1	111
TXLNB_63978	TXLNB	94
TNPO2_37023	TNPO2	61
NKAIN3_68382	NKAIN3	63
ARSE_1210	ARSE	103
CYP39A1_38424	CYP39A1	77
CYBA_4311	CYBA	21
SLC14A1_17634	SLC14A1	34
RAB31_29905	RAB31	52
ELOVL4_18392	ELOVL4	68
MBTD1_40595	MBTD1	45
C11orf31_67110	C11orf31	15
CLGN_2996	CLGN	16
TTYH2_56632	TTYH2	168
BEX4_44206	BEX4	90
LRRC27_51098	LRRC27	39
11-Sep_43252	11-Sep	59
GNB3_7354	GNB3	65
RERE_1318	RERE	50
F5_5958	F5	42
FUK_64503	FUK	47
RASSF1_30418	RASSF1	35
WDFY2_57578	WDFY2	40
TM4SF1_10917	TM4SF1	103
CGB5_56585	CGB5	12
RNASE6_16189	RNASE6	42
Non-Targeting Control_77265	Non-Targeting Control	242
Non-Targeting Control_77251	Non-Targeting Control	233
Non-Targeting Control_77191	Non-Targeting Control	244
CAMK4_2251	CAMK4	43
ELMOD2_66631	ELMOD2	93
MUC15_61210	MUC15	38
APLN_23226	APLN	71
Non-Targeting Control_77261	Non-Targeting Control	196
KRTAP19-3_68652	KRTAP19-3	22
ITIH3_9843	ITIH3	91
DENND5B_63349	DENND5B	348
CLDN34_75704	CLDN34	156
MKKS_21392	MKKS	17
KEAP1_26072	KEAP1	30
TPSB2_47817	TPSB2	20
RGPD6_74949	RGPD6	29
NOD1_27930	NOD1	45
DEFB124_66170	DEFB124	143
FGFBP3_61163	FGFBP3	40
MRGPRE_57797	MRGPRE	50
TMPRSS5_51469	TMPRSS5	22
SLC6A9_17545	SLC6A9	57
Non-Targeting Control_76682	Non-Targeting Control	271
KRTAP12-1_70154	KRTAP12-1	36
NPRL2_28769	NPRL2	31
SRRM5_75532	SRRM5	30
ARRDC3_45850	ARRDC3	94
SLC13A5_67649	SLC13A5	16
LYPD8_74115	LYPD8	27
PTPN14_15456	PTPN14	39
MNDA_11657	MNDA	106
CASP3_2339	CASP3	174
Non-Targeting Control_76641	Non-Targeting Control	422
CREB3L2_47989	CREB3L2	69
ARRDC5_74024	ARRDC5	40
C20orf144_59630	C20orf144	57
LMO1_10714	LMO1	135
GREM2_47688	GREM2	30
PGA4_73856	PGA4	96
ZNF683_66859	ZNF683	13
PPP1R16A_54687	PPP1R16A	174
IFNGR2_9276	IFNGR2	15
Non-Targeting Control_76930	Non-Targeting Control	269
VWA2_69246	VWA2	14
OPRM1_13067	OPRM1	130
BAZ2B_37006	BAZ2B	25
OR8B12_65402	OR8B12	83
REC114_67462	REC114	141
CCDC146_46094	CCDC146	25
CCDC173_59756	CCDC173	77
IL4R_9421	IL4R	13
ZCCHC14_31966	ZCCHC14	87
DMRTC2_47203	DMRTC2	58
RBM15_48047	RBM15	163
ESD_5799	ESD	46
DLX5_4839	DLX5	109
SUV39H2_49747	SUV39H2	96
KLF11_22012	KLF11	39
PLS1_14209	PLS1	18
TMEM241_54738	TMEM241	76
MME_11582	MME	36
SLAMF6_57290	SLAMF6	13
GTDC1_49712	GTDC1	26
MZF1_20570	MZF1	40
TMED1_29866	TMED1	98
OR11H12_72896	OR11H12	251
FAM69B_60584	FAM69B	48
Non-Targeting Control_77098	Non-Targeting Control	194
LALBA_10459	LALBA	58
WNT11_20298	WNT11	43
SNX27_51777	SNX27	215
CENPJ_43529	CENPJ	35
CHST4_27224	CHST4	68
MED13L_32666	MED13L	50
PUM2_32605	PUM2	45
COL23A1_55866	COL23A1	14
KCNH6_51493	KCNH6	133
S100A12_16759	S100A12	6
PDLIM5_28662	PDLIM5	126
PSMB9_15205	PSMB9	27
EEPD1_51390	EEPD1	84
PTPRN_15506	PTPRN	8
ADARB2_274	ADARB2	37
KRTAP3-2_52652	KRTAP3-2	153
C3orf20_52870	C3orf20	102
PIAS3_27968	PIAS3	169
RSPH9_65789	RSPH9	26
GCA_33750	GCA	12
CCL23_17031	CCL23	20
PRB4_14714	PRB4	113
SPANXN4_73162	SPANXN4	95
KLF10_19184	KLF10	101
CSMD2_57184	CSMD2	65
ZNF514_54338	ZNF514	40
Non-Targeting Control_76656	Non-Targeting Control	266
GGT6_58880	GGT6	26
LRRTM1_69858	LRRTM1	112
ZNF780A_67741	ZNF780A	98
PAM16_37578	PAM16	18
HES1_8861	HES1	119
XKR7_69570	XKR7	79
MYOC_12139	MYOC	27
RND1_35936	RND1	95
RNF152_65618	RNF152	12
CNGA2_3493	CNGA2	109
FAM26E_66434	FAM26E	59
Non-Targeting Control_76654	Non-Targeting Control	500
CCNE1_2499	CCNE1	40
MIS12_48680	MIS12	38
SMYD1_62358	SMYD1	118
Non-Targeting Control_76647	Non-Targeting Control	223
EIF2AK4_72910	EIF2AK4	191
MAPK13_14920	MAPK13	27
GPR183_5234	GPR183	221
OR2B11_59389	OR2B11	142
CLYBL_64288	CLYBL	121
SIAE_39892	SIAE	132
KRTAP3-1_52647	KRTAP3-1	80
SLC25A44_25568	SLC25A44	68
COL8A1_3610	COL8A1	21
PPM1N_61836	PPM1N	174
AMER3_65159	AMER3	48
OR10A5_61270	OR10A5	105
C5orf28_47743	C5orf28	19
EGFL7_38006	EGFL7	144
MAGEB18_68469	MAGEB18	88
C19orf67_74092	C19orf67	50
NIPA1_58625	NIPA1	120
SLC39A5_67333	SLC39A5	51
CD36_2659	CD36	48
TAS2R20_67011	TAS2R20	77
AGAP1_57874	AGAP1	145
CDKN2AIP_42758	CDKN2AIP	47
SULT6B1_71987	SULT6B1	71
SESN2_52356	SESN2	48
SV2A_26359	SV2A	19
PIK3CD_13983	PIK3CD	38
KCNJ18_75492	KCNJ18	56
LOC388282_70957	LOC388282	59
ZNF264_24789	ZNF264	45
SPATA31A1_74172	SPATA31A1	83
SNX21_55350	SNX21	69
MKX_67184	MKX	51
TMEM102_67653	TMEM102	89
NRGN_12854	NRGN	61
Non-Targeting Control_76915	Non-Targeting Control	213
MAGEB18_68471	MAGEB18	100
P3H2_41956	P3H2	25
ME2_11301	ME2	43
ARHGEF25_57505	ARHGEF25	82
NEIL2_66254	NEIL2	17
HEY1_32864	HEY1	34
IGF2R_9303	IGF2R	14
DPEP1_4981	DPEP1	18
BPIFA3_59628	BPIFA3	26
CD300LG_61704	CD300LG	58
KANSL1L_62430	KANSL1L	60
MMP2_11590	MMP2	68
DDIT4_40191	DDIT4	176
SLC25A41_67860	SLC25A41	40
FRMD6_58538	FRMD6	109
NOMO1_32769	NOMO1	50
DMP1_4858	DMP1	24
PCK2_13421	PCK2	131
GNAS_7330	GNAS	37
DNAH14_59388	DNAH14	128
MRM1_50364	MRM1	63
AP3B2_21314	AP3B2	49
TEX2_43579	TEX2	96
PGBD3_67100	PGBD3	13
OR2B11_59390	OR2B11	50
CHL1_29074	CHL1	110
DOPEY2_26630	DOPEY2	24
Non-Targeting Control_77101	Non-Targeting Control	43
FBXO40_39371	FBXO40	38
PABPC5_61063	PABPC5	141
HERC5_38087	HERC5	50
GNAZ_7343	GNAZ	51
GGT5_7102	GGT5	7
SERINC4_73630	SERINC4	30
HGFAC_8322	HGFAC	80
