sgRNA	Gene	E8_T0
NOV_12743	NOV	2485
ENPP2_13622	ENPP2	487
TBCA_18740	TBCA	401
MMP23B_22152	MMP23B	1434
MLST8_47561	MLST8	601
CNTN3_13300	CNTN3	292
IGF2BP2_28782	IGF2BP2	1781
OR8H2_71644	OR8H2	1094
ACE2_46731	ACE2	1645
USP17L11_75589	USP17L11	2220
Non-Targeting Control_77406	Non-Targeting Control	4108
TEDDM1_59399	TEDDM1	1187
STATH_18372	STATH	51
TESK2_28023	TESK2	3162
GPR35_7605	GPR35	3891
Non-Targeting Control_77112	Non-Targeting Control	891
OR5D14_65246	OR5D14	935
C1orf64_62198	C1orf64	1148
ZC3H4_32093	ZC3H4	175
AVL9_31667	AVL9	1455
HPS1_8815	HPS1	296
CDX4_2991	CDX4	2018
UCHL3_19905	UCHL3	274
SLC25A46_55745	SLC25A46	2227
RNASE9_71797	RNASE9	99
ST6GALNAC4_35546	ST6GALNAC4	629
SLITRK4_60646	SLITRK4	1716
WWP1_29979	WWP1	535
KIZ_43592	KIZ	672
KRTAP6-3_68642	KRTAP6-3	1462
TMEM65_63008	TMEM65	1054
LRRC30_68897	LRRC30	3552
TFAP2D_52451	TFAP2D	1283
MYO6_12115	MYO6	2432
TNC_9072	TNC	234
TDRD9_58464	TDRD9	1347
DR1_5024	DR1	1034
PDLIM3_35960	PDLIM3	845
NANOS2_68923	NANOS2	832
HMHA1_33053	HMHA1	216
XKRX_72562	XKRX	1211
ATP1B4_32819	ATP1B4	2674
DTWD2_68228	DTWD2	421
HLA-DQA2_8423	HLA-DQA2	524
CRTC3_48053	CRTC3	416
ANKS1B_44510	ANKS1B	1137
IRF2BP2_70202	IRF2BP2	627
WARS2_27839	WARS2	1285
ZNF696_50422	ZNF696	1374
RCN3_45358	RCN3	1990
CREB3L4_62009	CREB3L4	939
OR51E2_51533	OR51E2	252
SPATA45_62209	SPATA45	1755
IPCEF1_34402	IPCEF1	361
F9_5971	F9	637
MARK3_11131	MARK3	129
MAP10_40349	MAP10	840
TMBIM1_47407	TMBIM1	739
ARX_64127	ARX	457
PCDH12_38394	PCDH12	1152
KIAA1107_32339	KIAA1107	1359
SUV39H1_18534	SUV39H1	2333
TNK1_22755	TNK1	283
PCDHB4_43987	PCDHB4	670
BAZ1B_23640	BAZ1B	592
TATDN3_59539	TATDN3	560
B9D2_51351	B9D2	1775
NIT1_12624	NIT1	499
CATSPER4_70613	CATSPER4	323
SARNP_53484	SARNP	681
SPIN3_64108	SPIN3	946
C20orf202_72292	C20orf202	712
RAB38_33469	RAB38	903
SLC5A7_46879	SLC5A7	634
BMP2K_42729	BMP2K	3310
EMC2_25638	EMC2	411
FSHB_6595	FSHB	1403
KCNMB3_35556	KCNMB3	1496
ZNF273_29182	ZNF273	1700
DEFB104B_73479	DEFB104B	1050
DCDC2_38833	DCDC2	1399
PARP11_44970	PARP11	153
RAX_37060	RAX	812
Non-Targeting Control_76922	Non-Targeting Control	3259
KRT6C_68504	KRT6C	512
CDRT15_61667	CDRT15	1737
PSKH2_55040	PSKH2	937
MLH3_35430	MLH3	1424
IRF7_9722	IRF7	541
NRAP_12833	NRAP	361
ORC3_33268	ORC3	375
HIP1_8341	HIP1	2530
JTB_29476	JTB	1037
DNAJB9_11275	DNAJB9	320
FOXD2_6421	FOXD2	748
ZNF816-ZNF321P_76121	ZNF816-ZNF321P	1262
SERTAD4_44164	SERTAD4	648
FLT3_6476	FLT3	1421
TMEM176A_42470	TMEM176A	668
SPTLC3_42268	SPTLC3	728
OR2A5_72075	OR2A5	721
ACTA1_180	ACTA1	576
FAM109A_61371	FAM109A	580
USP54_63282	USP54	252
CLDN22_39673	CLDN22	1210
MTF2_30911	MTF2	1250
N4BP2L2_28096	N4BP2L2	1069
SLC26A4_13636	SLC26A4	443
UQCRC1_20023	UQCRC1	2244
ARMC1_41749	ARMC1	1587
SGSM3_36115	SGSM3	375
MARVELD1_52457	MARVELD1	1049
ABHD13_54570	ABHD13	469
SELENBP1_23542	SELENBP1	719
NUMB_22566	NUMB	1263
WFDC6_61035	WFDC6	511
KRTAP9-2_52657	KRTAP9-2	465
HSD17B8_21096	HSD17B8	1079
CXXC4_51116	CXXC4	773
VTI1B_28271	VTI1B	942
Non-Targeting Control_77015	Non-Targeting Control	2590
NPHP1_12776	NPHP1	1165
HADHA_8154	HADHA	358
KRT2_10312	KRT2	625
RIMS2_25658	RIMS2	391
TLR6_27789	TLR6	787
ZRSR2_21452	ZRSR2	650
TEC_18960	TEC	826
PFDN2_13723	PFDN2	1490
PNMAL2_45544	PNMAL2	480
VSIG1_69212	VSIG1	2073
CENPJ_43529	CENPJ	723
OTX2_13146	OTX2	623
ZNF81_69801	ZNF81	1425
SOWAHC_48449	SOWAHC	414
TUBE1_38043	TUBE1	1094
AGT_514	AGT	526
MITF_11506	MITF	1595
DECR2_34495	DECR2	984
ZNF391_69725	ZNF391	228
SH3BGR_17269	SH3BGR	679
SLC25A31_52112	SLC25A31	282
BMP4_1781	BMP4	1076
ACOT2_29700	ACOT2	2724
C14orf39_68547	C14orf39	998
IQCJ-SCHIP1_75820	IQCJ-SCHIP1	1536
NEK8_67629	NEK8	785
GLRA3_21170	GLRA3	71
FABP5_6013	FABP5	427
TEX13A_44068	TEX13A	2295
AGMO_72061	AGMO	479
DYNLT3_18916	DYNLT3	1564
CDY2A_24801	CDY2A	559
LDHAL6A_63316	LDHAL6A	308
SNX4_22789	SNX4	587
SLC2A4_17469	SLC2A4	1271
Non-Targeting Control_77217	Non-Targeting Control	3330
ISLR2_46016	ISLR2	807
GOLT1B_37581	GOLT1B	2238
P2RY11_13210	P2RY11	1671
MUT_11939	MUT	628
DUOX2_37217	DUOX2	509
NAA25_50614	NAA25	1550
FGF7_6259	FGF7	607
C12orf54_58351	C12orf54	183
ANKRD37_70142	ANKRD37	471
RFXAP_16081	RFXAP	1112
LEMD3_33258	LEMD3	1718
KHDC1_51316	KHDC1	1307
OR2Y1_60207	OR2Y1	1744
SYK_18562	SYK	1019
AMOTL2_38720	AMOTL2	1165
SLC25A20_2194	SLC25A20	650
ADARB2_274	ADARB2	540
TMEM126B_43616	TMEM126B	2035
MS4A3_2616	MS4A3	155
MAEA_27675	MAEA	1233
OR2M5_59274	OR2M5	1636
TMED8_67421	TMED8	1260
NFRKB_12565	NFRKB	540
UBAP1L_71815	UBAP1L	928
INPP5K_39462	INPP5K	1556
TBX20_44914	TBX20	427
FST_28188	FST	1004
PANK1_39572	PANK1	421
AMELX_719	AMELX	2598
PPP1R1C_62465	PPP1R1C	705
NFYB_12580	NFYB	2110
KIAA0907_31128	KIAA0907	199
ACSF2_50950	ACSF2	579
IDH3A_9148	IDH3A	1189
TPI1_19490	TPI1	166
KIAA0040_25571	KIAA0040	2992
B3GNTL1_61633	B3GNTL1	1211
SERPINA3_17	SERPINA3	520
ABHD10_42412	ABHD10	965
DCTN1_4589	DCTN1	390
Non-Targeting Control_76450	Non-Targeting Control	3696
LMCD1_37007	LMCD1	659
HSP90AB1_8973	HSP90AB1	415
SLC4A4_22636	SLC4A4	1540
MYCBPAP_52853	MYCBPAP	403
RAB9A_24619	RAB9A	1875
LTBP2_10848	LTBP2	1771
Non-Targeting Control_76620	Non-Targeting Control	4255
KCNC1_9977	KCNC1	317
SERPINB6_13903	SERPINB6	586
CEACAM21_55377	CEACAM21	403
E2F7_61343	E2F7	808
RBP4_15945	RBP4	1257
FNIP2_45986	FNIP2	1215
MTFMT_58607	MTFMT	459
CPN2_3811	CPN2	563
Non-Targeting Control_76934	Non-Targeting Control	3237
NKRF_43747	NKRF	752
TMEM252_64084	TMEM252	899
ARRDC1_56324	ARRDC1	824
EPX_21512	EPX	587
RBM5_27276	RBM5	800
S100A16_60837	S100A16	802
HNMT_8565	HNMT	2629
CCDC171_65072	CCDC171	896
TTPA_19707	TTPA	991
ZNF764_56286	ZNF764	272
OR9A2_60378	OR9A2	2341
WDR45_30283	WDR45	562
MRGPRX3_57933	MRGPRX3	1285
EPB41L4B_40254	EPB41L4B	1116
TEX11_44078	TEX11	1393
TSN_19628	TSN	2570
C19orf48_54198	C19orf48	706
FCGR2B_6158	FCGR2B	846
Non-Targeting Control_77126	Non-Targeting Control	2730
GPR85_39845	GPR85	296
FOXN3_3145	FOXN3	2389
TUBA1A_20987	TUBA1A	332
ANKFN1_63497	ANKFN1	1725
DNAH6_4888	DNAH6	3078
SPINT1_18074	SPINT1	930
MAP1LC3B2_73765	MAP1LC3B2	303
INTU_35698	INTU	368
TMPRSS11F_71339	TMPRSS11F	884
CYB5A_4303	CYB5A	2041
KISS1R_53895	KISS1R	692
TEX14_44061	TEX14	871
UACA_41494	UACA	931
Non-Targeting Control_77181	Non-Targeting Control	2739
PCSK6_13237	PCSK6	1603
DLX2_4828	DLX2	58
NEURL1_24026	NEURL1	812
MCF2L_32272	MCF2L	772
HELLS_8284	HELLS	647
SHC3_39575	SHC3	647
CCDC71_48261	CCDC71	1748
F2RL1_5948	F2RL1	674
GTF3C6_56810	GTF3C6	1335
DOLPP1_45194	DOLPP1	897
NFYC_12583	NFYC	3562
YIF1B_55508	YIF1B	855
MAPK6_14896	MAPK6	1000
USP11_21456	USP11	1071
C11orf53_69282	C11orf53	221
CATSPER4_70614	CATSPER4	367
KRBOX4_42877	KRBOX4	1107
CAPN13_56182	CAPN13	537
HRAS_8824	HRAS	1340
HMGN3_24485	HMGN3	1652
ZFAND4_56544	ZFAND4	1758
SAA4_16783	SAA4	963
SLC7A6_23726	SLC7A6	933
SMAP2_47923	SMAP2	386
DCUN1D2_41933	DCUN1D2	768
TMEM27_45402	TMEM27	1936
CCR3_3445	CCR3	497
NSMCE2_68341	NSMCE2	742
CHCHD10_72301	CHCHD10	2229
XPNPEP2_20353	XPNPEP2	1928
KIF2B_53917	KIF2B	1437
GTF2F2_7947	GTF2F2	1967
FOXP3_37463	FOXP3	3182
BEND3_46179	BEND3	164
MAP7D3_49513	MAP7D3	291
Non-Targeting Control_77267	Non-Targeting Control	3618
SLC12A8_53814	SLC12A8	384
PGM2_42163	PGM2	406
UQCRH_20036	UQCRH	2745
OSBP2_33535	OSBP2	744
NXF5_43831	NXF5	1743
PHF20L1_37819	PHF20L1	883
VWDE_65887	VWDE	730
GPR34_7603	GPR34	1455
EXTL2_5912	EXTL2	849
ZNF160_55420	ZNF160	1190
ZNF800_64037	ZNF800	268
LYG1_59704	LYG1	1491
SCN3A_16890	SCN3A	450
USP29_46160	USP29	2003
ZNF701_43291	ZNF701	2347
PEX19_15571	PEX19	875
FANCF_6070	FANCF	238
ARHGAP4_1131	ARHGAP4	459
TMC3_69370	TMC3	2235
LGALS13_36557	LGALS13	1254
SMOC1_47350	SMOC1	2234
LAPTM4A_25810	LAPTM4A	1194
PAPPA_13305	PAPPA	1225
FBLN5_28337	FBLN5	665
ZNF829_70373	ZNF829	1584
EIF4E1B_66293	EIF4E1B	1378
ASB15_61110	ASB15	892
RHCE_16132	RHCE	2824
ZNF697_55674	ZNF697	442
MUC21_72080	MUC21	1431
C9orf64_53282	C9orf64	447
MILR1_67597	MILR1	2211
DKKL1_35610	DKKL1	229
SSX4_18313	SSX4	681
BLOC1S5_47124	BLOC1S5	345
GCGR_6975	GCGR	681
NTS_12918	NTS	371
SLC35A2_19936	SLC35A2	621
C12orf56_57554	C12orf56	437
PPAPDC1B_53703	PPAPDC1B	1194
C2orf88_53331	C2orf88	1107
MAGED2_29538	MAGED2	1117
FUK_64502	FUK	883
OSTF1_35189	OSTF1	874
KLHL6_55172	KLHL6	1626
TARBP1_18709	TARBP1	1177
KRTAP10-8_70685	KRTAP10-8	1729
QRICH2_52858	QRICH2	414
GJB4_59368	GJB4	345
SCAI_68396	SCAI	395
TRIM74_70608	TRIM74	617
APC_900	APC	1195
C10orf105_72750	C10orf105	2262
PNPLA8_37300	PNPLA8	670
CHD1_3121	CHD1	706
CWC27_27626	CWC27	207
Non-Targeting Control_77083	Non-Targeting Control	4057
ACTRT1_60752	ACTRT1	669
ZSCAN10_54384	ZSCAN10	545
KLHL36_49940	KLHL36	1286
GPATCH4_40817	GPATCH4	2360
OR13A1_49144	OR13A1	2645
Non-Targeting Control_77183	Non-Targeting Control	3164
Non-Targeting Control_77421	Non-Targeting Control	3425
Non-Targeting Control_77190	Non-Targeting Control	3339
Non-Targeting Control_76754	Non-Targeting Control	6737
MEX3C_38496	MEX3C	1491
TPD52L2_19481	TPD52L2	207
DOLPP1_45191	DOLPP1	919
XKRY2_70189	XKRY2	752
SNF8_30647	SNF8	830
CELF5_47007	CELF5	665
SYNE2_32139	SYNE2	270
OMG_13030	OMG	1032
PANK4_42014	PANK4	111
CRNN_37184	CRNN	925
CELSR3_5369	CELSR3	560
SLC24A4_58577	SLC24A4	4264
PDE9A_13559	PDE9A	889
RASL11A_70767	RASL11A	250
NKRF_43748	NKRF	316
Non-Targeting Control_76772	Non-Targeting Control	3793
HIST2H2AA3_21648	HIST2H2AA3	349
ISOC1_37541	ISOC1	1386
KLK6_15072	KLK6	515
CLIC3_23611	CLIC3	213
CA2_2099	CA2	2144
ZNF260_68912	ZNF260	1274
SPACA5_71509	SPACA5	2802
NLRP10_68702	NLRP10	348
CYP11B1_4427	CYP11B1	636
ANAPC10_27934	ANAPC10	1996
ATP2B1_1380	ATP2B1	788
PCYT2_15607	PCYT2	838
TFAP2C_19014	TFAP2C	927
TNNT3_19413	TNNT3	236
KRTAP10-5_70684	KRTAP10-5	2187
PCNX_31391	PCNX	791
ACADSB_110	ACADSB	794
SLFN13_61690	SLFN13	129
UCN3_57097	UCN3	1708
ARL8B_41929	ARL8B	1105
ZCWPW2_62613	ZCWPW2	193
LOC401052_72339	LOC401052	1006
TMEM38A_48791	TMEM38A	769
TNFRSF17_1665	TNFRSF17	646
GPR75_29593	GPR75	438
Non-Targeting Control_76582	Non-Targeting Control	2654
Non-Targeting Control_77122	Non-Targeting Control	6412
SNW1_31298	SNW1	198
LRCH4_10782	LRCH4	125
EYA1_5917	EYA1	1401
NANOS1_69252	NANOS1	1226
GLP2R_24536	GLP2R	607
ASB15_61109	ASB15	1896
P2RX6_23945	P2RX6	990
CIB1_28349	CIB1	1241
ZXDC_49180	ZXDC	446
UGT1A1_40361	UGT1A1	1421
NRD1_12848	NRD1	922
NUDT10_64207	NUDT10	1533
PGM5_13827	PGM5	835
ADAM7_22895	ADAM7	2075
C16orf58_47955	C16orf58	1100
C6orf118_63986	C6orf118	296
CYP27C1_69007	CYP27C1	2244
PEX2_15587	PEX2	1225
C2CD4D_75552	C2CD4D	364
LHPP_47305	LHPP	1095
SYT13_45938	SYT13	486
SMYD1_62357	SMYD1	677
TP73_19467	TP73	940
DCAF12L2_69221	DCAF12L2	1178
CNIH3_62132	CNIH3	1181
TMEM244_66320	TMEM244	337
AP2S1_3325	AP2S1	2044
C9orf89_53293	C9orf89	410
HES1_8861	HES1	922
PRCP_14722	PRCP	1185
NRXN1_24661	NRXN1	411
MRPS22_44666	MRPS22	531
SPC24_61877	SPC24	491
ZNF501_57509	ZNF501	1251
AMOTL1_62931	AMOTL1	389
CCL4_16971	CCL4	1256
H1FNT_69336	H1FNT	871
BEX4_44205	BEX4	1810
Non-Targeting Control_76652	Non-Targeting Control	5030
MROH2A_69009	MROH2A	634
ARAP2_57862	ARAP2	856
GLRA4_73147	GLRA4	694
NOS1AP_25738	NOS1AP	1377
FTCD_29292	FTCD	1838
ZNF331_42495	ZNF331	1097
C11orf91_75375	C11orf91	448
CX3CL1_17060	CX3CL1	1791
ZNF44_39351	ZNF44	393
RELA_15993	RELA	709
CCDC83_65543	CCDC83	1284
ACKR4_39017	ACKR4	1378
RBM48_52801	RBM48	352
GFRAL_71388	GFRAL	531
CEP120_62761	CEP120	537
SSFA2_18256	SSFA2	329
SLC1A2_17431	SLC1A2	730
Non-Targeting Control_76910	Non-Targeting Control	4498
SLC30A3_20893	SLC30A3	1579
PRKCE_14832	PRKCE	621
EMD_5544	EMD	1820
CSTF2T_32332	CSTF2T	849
FUCA1_6625	FUCA1	599
TMEM198_59850	TMEM198	1033
SNX32_66412	SNX32	372
FCGR3B_6166	FCGR3B	2241
SERINC4_73633	SERINC4	658
DKK1_31305	DKK1	713
Non-Targeting Control_76660	Non-Targeting Control	3508
MGA_32291	MGA	204
OR10K1_71929	OR10K1	1781
PTCRA_64306	PTCRA	854
SLAMF7_46440	SLAMF7	3399
LITAF_25072	LITAF	1573
PTPN12_15448	PTPN12	1050
ZKSCAN2_69386	ZKSCAN2	401
CST3_4131	CST3	1961
MST1_11790	MST1	60
CDCA4_41400	CDCA4	1521
CNBD2_61074	CNBD2	330
APOBEC4_72640	APOBEC4	1543
MOCS1_11669	MOCS1	1275
ARHGAP10_49540	ARHGAP10	264
TIRAP_57142	TIRAP	865
ATF2_3864	ATF2	822
SELP_17131	SELP	266
PYROXD2_54191	PYROXD2	2522
AKT1S1_53524	AKT1S1	266
MINOS1-NBL1_76146	MINOS1-NBL1	550
CDK16_13467	CDK16	571
ID3_9127	ID3	1001
CP_3757	CP	756
ZNF585B_56180	ZNF585B	3142
RDH14_46167	RDH14	900
KLHL5_37755	KLHL5	405
NCOA3_21398	NCOA3	812
AASS_27193	AASS	374
ABCC1_11744	ABCC1	498
TFAM_19004	TFAM	1239
DRC1_56346	DRC1	180
PPP6R3_42223	PPP6R3	91
SUOX_18488	SUOX	701
TARS_18719	TARS	469
MIIP_46986	MIIP	620
HOXD10_8772	HOXD10	286
ARHGEF40_43082	ARHGEF40	984
CLPS_3418	CLPS	811
SLAMF6_57289	SLAMF6	508
AKAP2_30498	AKAP2	737
HS1BP3_47654	HS1BP3	638
NPAP1_33507	NPAP1	256
KRT5_10323	KRT5	631
REXO1_45493	REXO1	272
NGB_46492	NGB	1247
ZNF28_20533	ZNF28	416
TRABD_51067	TRABD	1725
HOXA2_8634	HOXA2	416
HCN4_26762	HCN4	2284
CIT_30157	CIT	906
NPAS3_47292	NPAS3	579
TRIM17_37896	TRIM17	1209
SLA_17420	SLA	156
HPS3_53545	HPS3	298
C6orf48_37420	C6orf48	425
KPNA2_10274	KPNA2	337
NBEA_35336	NBEA	790
ALDH3A2_635	ALDH3A2	1471
Non-Targeting Control_76448	Non-Targeting Control	4372
ZYG11A_72980	ZYG11A	438
NRK_65105	NRK	1842
RAB10_29446	RAB10	850
GEM_7053	GEM	1017
GADD45GIP1_55487	GADD45GIP1	338
HIST1H2AE_8106	HIST1H2AE	1174
NR0B2_21907	NR0B2	595
LOC100129216_75188	LOC100129216	405
PCDHA12_44014	PCDHA12	1579
EMB_60154	EMB	1124
ST8SIA3_37621	ST8SIA3	759
SLC37A2_65398	SLC37A2	676
SPSB4_56234	SPSB4	960
GP5_7455	GP5	819
TRPM6_60984	TRPM6	1232
EPHA8_5668	EPHA8	468
RCBTB1_41953	RCBTB1	489
UPP2_62524	UPP2	1143
GPR45_30598	GPR45	1067
TRIQK_68369	TRIQK	1685
C15orf39_44532	C15orf39	675
NELL2_12455	NELL2	1879
ST8SIA2_21322	ST8SIA2	227
NPEPL1_49725	NPEPL1	628
GSX2_64229	GSX2	2125
FNDC5_66262	FNDC5	430
TSSK4_67437	TSSK4	906
NEU3_29274	NEU3	2608
PCDHGA6_43925	PCDHGA6	263
FLG2_71161	FLG2	1470
SEMA4G_46314	SEMA4G	812
PQBP1_26952	PQBP1	2231
PTDSS2_51595	PTDSS2	372
MFSD3_57035	MFSD3	206
NAT16_70520	NAT16	1869
ATF6_31254	ATF6	133
GABRG2_6786	GABRG2	1226
PAGE5_55614	PAGE5	1051
CRYGD_3983	CRYGD	993
APPBP2_28332	APPBP2	331
SFXN4_58149	SFXN4	395
Non-Targeting Control_77349	Non-Targeting Control	4096
PPFIA2_22106	PPFIA2	2205
MIEF2_58923	MIEF2	1475
CBR4_54317	CBR4	128
CYSTM1_53570	CYSTM1	918
SLC25A47_67434	SLC25A47	848
VCAM1_20103	VCAM1	330
HOXB8_8707	HOXB8	265
TKTL2_52863	TKTL2	1564
MFN2_26461	MFN2	819
CCDC53_37554	CCDC53	1974
PAX3_13329	PAX3	1114
CLCN3_3351	CLCN3	1464
SLC9A2_17592	SLC9A2	508
SCARA5_68368	SCARA5	863
ARL13B_64780	ARL13B	1245
DNAJB11_39376	DNAJB11	278
OR5H15_72611	OR5H15	1629
TPP2_19520	TPP2	767
SERPINB11_55102	SERPINB11	545
TRPS1_19624	TRPS1	448
PCDH11Y_52066	PCDH11Y	837
GCG_6969	GCG	1874
JCHAIN_9347	JCHAIN	2009
HK1_8363	HK1	1301
EMCN_39346	EMCN	1684
OR4L1_58524	OR4L1	453
C11orf96_70846	C11orf96	267
NKX3-2_1587	NKX3-2	1216
ISL1_9733	ISL1	1461
ZNF845_55947	ZNF845	1498
ZNF774_69374	ZNF774	135
STEAP3_42047	STEAP3	643
Non-Targeting Control_76658	Non-Targeting Control	4966
Non-Targeting Control_77373	Non-Targeting Control	4625
TSPAN8_19303	TSPAN8	1171
TMEM161B_62777	TMEM161B	785
PLEKHG4B_62787	PLEKHG4B	519
Non-Targeting Control_77243	Non-Targeting Control	2490
ZNF585A_64561	ZNF585A	769
MATN2_11159	MATN2	462
SERPINB12_55096	SERPINB12	4382
MYL7_46602	MYL7	517
FLII_6445	FLII	191
TGIF2_46865	TGIF2	790
KBTBD2_34172	KBTBD2	791
WDR31_57387	WDR31	465
CCDC167_62900	CCDC167	82
LOC149373_62160	LOC149373	834
HSD17B14_38031	HSD17B14	1005
MARS2_56391	MARS2	522
DIS3L_57557	DIS3L	274
NRIP3_44376	NRIP3	313
S100A5_16732	S100A5	219
ZNF814_75033	ZNF814	1914
LBHD1_48883	LBHD1	649
RABL2A_30314	RABL2A	1117
SERINC4_73632	SERINC4	939
SCN3A_16889	SCN3A	223
MLLT6_11567	MLLT6	482
SLC5A2_17500	SLC5A2	487
DDX17_28358	DDX17	242
1-Dec_37241	1-Dec	2301
SLC16A2_17649	SLC16A2	1651
LILRA2_29895	LILRA2	227
NPAS2_12762	NPAS2	773
KDM6A_20070	KDM6A	2223
AREG_1070	AREG	619
DLAT_4795	DLAT	3026
Non-Targeting Control_76547	Non-Targeting Control	5671
ZNF90_20631	ZNF90	54
ADAM19_22812	ADAM19	615
IFT57_41509	IFT57	589
CCDC181_46432	CCDC181	858
H2AFB2_73357	H2AFB2	1238
SAMD10_60914	SAMD10	462
PCDHA10_44022	PCDHA10	1074
RSBN1L_65964	RSBN1L	667
IGFL1_70388	IGFL1	780
Non-Targeting Control_76673	Non-Targeting Control	3890
LGALS2_10593	LGALS2	597
RNF167_34308	RNF167	640
KIFC2_55698	KIFC2	760
DHCR7_4737	DHCR7	562
DAGLB_65929	DAGLB	545
ZNF311_67156	ZNF311	520
ZNF775_68321	ZNF775	990
DLST_4818	DLST	1108
BCKDHA_1624	BCKDHA	255
KIAA0196_26348	KIAA0196	900
SPRR2G_18126	SPRR2G	955
GABRA1_6738	GABRA1	190
CHRNB4_3254	CHRNB4	297
GAGE10_76421	GAGE10	714
SCNN1G_16935	SCNN1G	1305
USP32_53989	USP32	593
ITSN1_17283	ITSN1	343
WDR17_57850	WDR17	291
ZFP36L2_1884	ZFP36L2	1299
TAS2R30_67004	TAS2R30	1347
ELMOD3_53052	ELMOD3	745
TLE6_50032	TLE6	502
TMSB15A_29844	TMSB15A	895
MAPRE1_31234	MAPRE1	551
GJC3_70005	GJC3	1315
ACBD7_72748	ACBD7	1407
GYPB_8037	GYPB	1014
LAMC2_10499	LAMC2	419
CSGALNACT2_42523	CSGALNACT2	264
AP2A1_449	AP2A1	960
SLC22A3_17702	SLC22A3	1899
ERCC8_3308	ERCC8	192
DDX5_4642	DDX5	890
IRF2_9701	IRF2	837
PHF6_53385	PHF6	3283
OLA1_36620	OLA1	2016
CLIP4_49826	CLIP4	1407
INSR_9664	INSR	1121
TPT1_19532	TPT1	531
BOC_55930	BOC	397
TFAP2A_19005	TFAP2A	1427
FAM111B_70271	FAM111B	882
TAZ_18736	TAZ	829
NCSTN_32654	NCSTN	489
GPR162_35839	GPR162	1274
POMGNT2_54390	POMGNT2	393
CT47A1_74569	CT47A1	948
CLEC4M_27788	CLEC4M	439
BRCA1_1861	BRCA1	150
MMGT1_56505	MMGT1	1429
KRT38_22684	KRT38	1137
SIX5_61892	SIX5	509
CCDC83_65542	CCDC83	845
PALM_13290	PALM	1346
CLPS_3420	CLPS	3190
IRGC_44197	IRGC	1230
COPS7A_37356	COPS7A	815
PAAF1_50964	PAAF1	1084
Non-Targeting Control_76483	Non-Targeting Control	4244
DACH2_57900	DACH2	1664
DESI1_36114	DESI1	444
CCL1_16957	CCL1	776
FAT2_6100	FAT2	813
OR4A47_72598	OR4A47	507
PCDHB8_43978	PCDHB8	431
ZBTB9_65835	ZBTB9	1350
SNAP25_17823	SNAP25	364
LILRA1_29888	LILRA1	2443
IFNA6_9218	IFNA6	391
RHO_16142	RHO	296
NAT8B_38828	NAT8B	1890
DNAH2_61651	DNAH2	766
TAF7_18657	TAF7	936
C1QC_1965	C1QC	2730
CAPN6_2304	CAPN6	2472
PLET1_70019	PLET1	1440
GDPD2_40790	GDPD2	2437
NPY5R_12826	NPY5R	1567
CCDC85B_29826	CCDC85B	1104
MLLT11_29690	MLLT11	673
TGIF2LX_55393	TGIF2LX	1406
UGT2B11_28976	UGT2B11	837
GRM7_7810	GRM7	955
ALDH1L2_63344	ALDH1L2	877
KRTAP24-1_73838	KRTAP24-1	1396
MAGEC1_26532	MAGEC1	1655
KRT6C_68501	KRT6C	1505
TMEM257_24002	TMEM257	1726
FOXO4_11570	FOXO4	2521
TELO2_26336	TELO2	791
FAM78A_68430	FAM78A	411
CASQ2_2373	CASQ2	335
KCNK17_55139	KCNK17	915
IQCF1_60021	IQCF1	2761
QSOX2_64088	QSOX2	914
ENPP3_13628	ENPP3	770
Non-Targeting Control_76792	Non-Targeting Control	2203
LOC400863_72295	LOC400863	218
MGC50722_72109	MGC50722	565
SKAP2_23452	SKAP2	978
IFI27_9177	IFI27	2185
Non-Targeting Control_76867	Non-Targeting Control	6397
PRR34_42133	PRR34	1236
Non-Targeting Control_76445	Non-Targeting Control	4890
KRT31_10383	KRT31	847
ZW10_24118	ZW10	1036
ASH1L_43630	ASH1L	699
BACE1_33337	BACE1	449
WDR61_51205	WDR61	299
TDP2_39051	TDP2	1649
SFSWAP_17217	SFSWAP	2792
GNA13_28881	GNA13	1747
CD5_2574	CD5	979
CATIP_70461	CATIP	612
IKZF5_47675	IKZF5	224
DEFB106B_73490	DEFB106B	945
CD300LF_61641	CD300LF	1332
HNRNPDL_26650	HNRNPDL	1378
Non-Targeting Control_77140	Non-Targeting Control	1907
RBM7_27265	RBM7	432
DMRT3_46664	DMRT3	1288
BBX_44784	BBX	1037
CD59_2726	CD59	1061
BRMS1L_53443	BRMS1L	1005
FAM150B_68014	FAM150B	1305
SLC22A17_38457	SLC22A17	524
RQCD1_23938	RQCD1	236
CRMP1_3914	CRMP1	927
FHL5_24894	FHL5	1075
EPS8L3_49297	EPS8L3	2866
MIR205HG_73691	MIR205HG	1017
CEACAM6_12215	CEACAM6	1117
MSANTD3-TMEFF1_76007	MSANTD3-TMEFF1	1801
KCNN1_10103	KCNN1	1270
PTPN6_15432	PTPN6	449
MTFP1_38979	MTFP1	12
LTB4R_3477	LTB4R	1017
TRMT2B_50511	TRMT2B	1342
OR8I2_58276	OR8I2	155
FAM65C_61043	FAM65C	553
OAZ3_39297	OAZ3	639
SCARA3_38757	SCARA3	901
KIR2DL1_10177	KIR2DL1	2235
PAFAH2_13259	PAFAH2	1547
KRTAP9-9_51993	KRTAP9-9	262
ZFPM2_32748	ZFPM2	1033
CYBA_4309	CYBA	683
Non-Targeting Control_76485	Non-Targeting Control	3927
